scalerank,natscale,labelrank,name,namepar,namealt,diffascii,nameascii,adm0cap,capalt,capin,worldcity,megacity,sov0name,sov_a3,adm0name,adm0_a3,adm1name,iso_a2,note,latitude,longitude,changed,namediff,diffnote,pop_max,pop_min,pop_other,rank_max,rank_min,geonameid,meganame,ls_name,ls_match,checkme,featureclass
"10","1","5",Bombo,,,"0",Bombo,"0","0",,"0","0",Uganda,UGA,Uganda,UGA,Bamunanika,UG,,0.58329910562,32.5332995249,"4","1",Added missing admin-1 capital. Changed feature to Admin-0 region capital.,"75000","21000","0","8","7","-1",,,"0","0",Admin-1 region capital
"10","1","5",Fort Portal,,,"0",Fort Portal,"0","0",,"0","0",Uganda,UGA,Uganda,UGA,Kabarole,UG,,0.67100412113,30.275001616,"4","1",Added missing admin-1 capital. Changed feature to Admin-0 region capital. Population from GeoNames.,"42670","42670","0","7","7","233476",,,"0","0",Admin-1 region capital
"10","1","3",Potenza,,,"0",Potenza,"0","0",,"0","0",Italy,ITA,Italy,ITA,Basilicata,IT,,40.6420021301,15.7989964956,"4","1",Added missing admin-1 capital. Population from GeoNames.,"69060","69060","0","8","8","3170027",,,"0","0",Admin-1 region capital
"10","1","3",Campobasso,,,"0",Campobasso,"0","0",,"0","0",Italy,ITA,Italy,ITA,Molise,IT,,41.5629991186,14.6559965589,"4","1",Added missing admin-1 capital. Population from GeoNames.,"50762","50762","0","8","8","3180991",,,"0","0",Admin-1 region capital
"10","1","3",Aosta,,,"0",Aosta,"0","0",,"0","0",Italy,ITA,Italy,ITA,Valle d'Aosta,IT,,45.7370010671,7.31500259571,"4","1",Added missing admin-1 capital. Population from GeoNames. Changed feature class.,"34062","34062","0","7","7","3182997",,,"0","0",Admin-1 region capital
"10","1","8",Mariehamn,,,"0",Mariehamn,"0","0",,"0","0",Finland,ALD,Aland,ALD,Finström,AX,,60.0969961849,19.9490044719,"4","1",Added missing admin-1 capital. Changed feature to Admin-0 region capital. Population from GeoNames.,"10682","10682","0","6","6","3041732",,,"0","0",Admin-0 region capital
"10","1","0",Ramallah,,,"0",Ramallah,"0","0",,"0","0",Indeterminate,PSE,Palestine,PSE,,PS,,31.9029447514,35.2062093782,"4","0",Added place. Population from GeoNames.,"24599","24599","0","7","7","282239",,,"0","0",Admin-0 region capital
"8","10","3",Vatican City,,,"0",Vatican City,"1","0",,"1","0",Vatican (Holy Sea),VAT,Vatican (Holy Sea),VAT,Lazio,VA,,41.9000122264,12.4478083889,"4","0",Changed scale rank.,"832","832","562430","2","2","6691831",,Vatican City,"1","0",Admin-0 capital
"8","10","3",Poitier,,Poitiers,"0",Poitier,"0","0",,"0","0",French Republic,FRA,France,FRA,Poitou-Charentes,FR,,46.5832922557,0.33327652854,"4","0",Changed feature class.,"85960","84807","80866","8","8","2986495",,Poitier,"1","0",Admin-1 region capital
"8","10","3",Clermont-Ferrand,,,"0",Clermont-Ferrand,"0","0",,"0","0",French Republic,FRA,France,FRA,Auvergne,FR,,45.7799821158,3.08000809593,"4","0",Changed feature class.,"233050","138681","223592","10","9","3024635",,Clermont-Ferrand,"1","0",Admin-1 region capital
"8","10","3",Besancon,,,"0",Besancon,"0","0",,"0","0",French Republic,FRA,France,FRA,Franche-Comté,FR,,47.2299969677,6.03000890974,"4","0",Changed feature class.,"128426","119960","117010","9","9","3033123",,Besancon,"1","0",Admin-1 region capital
"8","10","0",Artigas Base,Uruguay,,"0",Artigas Base,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-62.17388669198,-58.86386407234,"0","0",New in 2.0,"60","9","0","1","1","-1",,,"0","0",Scientific station
"7","20","6",Chipata,,,"0",Chipata,"0","0",,"0","0",Zambia,ZMB,Zambia,ZMB,Eastern,ZM,,-13.6295698864,32.640012572,"4","0",Changed feature to Admin-0 region capital.,"85963","78947","78947","8","8","918702",,Chipata,"1","0",Admin-1 region capital
"7","20","5",Jinja,,,"0",Jinja,"0","0",,"0","0",Uganda,UGA,Uganda,UGA,Jinja,UG,,0.44042401011,33.1999267158,"4","0",Changed feature to Admin-0 region capital. Changed scale rank.,"301619","89700","301954","10","8","233114",,Jinja,"1","5",Admin-1 region capital
"7","20","5",Arua,,,"0",Arua,"0","0",,"0","0",Uganda,UGA,Uganda,UGA,Arua Municipality,UG,,3.02036989228,30.9000154203,"4","0",Changed feature to Admin-0 region capital.,"250000","59400","448106","10","8","235039",,Arua,"1","5",Admin-1 region capital
"7","20","5",Mbale,,,"0",Mbale,"0","0",,"0","0",Uganda,UGA,Uganda,UGA,Bungokho,UG,,1.09041017548,34.1699967028,"4","0",Changed feature to Admin-0 region capital.,"402368","91800","412742","10","8","229278",,Mbale,"1","5",Admin-1 region capital
"7","20","5",Moroto,,,"0",Moroto,"0","0",,"0","0",Uganda,UGA,Uganda,UGA,Moroto,UG,,2.54034751272,34.6399938545,"4","0",Changed feature to Admin-0 region capital.,"371","371","0","2","2","229112",,Moroto,"1","5",Admin-1 region capital
"7","20","5",Masaka,,,"0",Masaka,"0","0",,"0","0",Uganda,UGA,Uganda,UGA,Masaka,UG,,-0.32960650747,31.7299905993,"4","0",Changed feature to Admin-0 region capital.,"65373","65373","332942","8","8","229380",,Masaka,"1","5",Admin-1 region capital
"7","20","5",Mbarara,,,"0",Mbarara,"0","0",,"0","0",Uganda,UGA,Uganda,UGA,Kashari,UG,,-0.5996158662,30.6500048408,"4","0",Changed feature to Admin-0 region capital.,"83700","83700","281726","8","8","229268",,Mbarara,"1","5",Admin-1 region capital
"7","20","6",Otjiwarongo,,,"0",Otjiwarongo,"0","0",,"0","0",Namibia,NAM,Namibia,NAM,Otjozondjupa,NA,,-20.4595405896,16.6400072822,"4","0",Changed feature class.,"24815","21224","24815","7","7","3353811",,Otjiwarongo,"1","0",Admin-1 region capital
"7","20","3",Bologna,,,"0",Bologna,"0","0",,"0","0",Italy,ITA,Italy,ITA,Emilia-Romagna,IT,,44.5004219758,11.3400207099,"4","0",Changed feature class.,"488172","371217","467366","10","10","3181928",,Bologna,"1","0",Admin-1 region capital
"7","20","3",Cagliari,,,"0",Cagliari,"0","0",,"0","0",Italy,ITA,Italy,ITA,Sardegna,IT,,39.2223978872,9.10398148462,"4","0",Changed feature class.,"291511","164249","282477","10","9","2525473",,Cagliari,"1","0",Admin-1 region capital
"7","20","3",Catanzaro,,,"0",Catanzaro,"0","0",,"0","0",Italy,ITA,Italy,ITA,Calabria,IT,,38.9003761994,16.6000097236,"4","0",Changed feature class.,"95251","85831","85097","8","8","2525059",,Catanzaro,"1","0",Admin-1 region capital
"7","20","3",Bari,,,"0",Bari,"0","0",,"0","0",Italy,ITA,Italy,ITA,Apulia,IT,,41.114220397,16.8727579332,"4","0",Changed feature class.,"500577","316532","497121","11","10","3182351",,Bari,"1","0",Admin-1 region capital
"7","20","3",L'Aquila,,Aquila,"0",L'Aquila,"0","0",,"0","0",Italy,ITA,Italy,ITA,Abruzzo,IT,,42.3503981721,13.3900247789,"4","0",Changed feature class.,"68503","55900","55484","8","8","3175121",,L'Aquila,"1","0",Admin-1 region capital
"7","20","3",Ancona,,,"0",Ancona,"0","0",,"0","0",Italy,ITA,Italy,ITA,Marche,IT,,43.6003735546,13.4999405504,"4","0",Changed feature class.,"100507","90691","81315","9","8","3183089",,Ancona,"1","0",Admin-1 region capital
"7","20","3",Perugia,,,"0",Perugia,"0","0",,"0","0",Italy,ITA,Italy,ITA,Umbria,IT,,43.1103776236,12.3899824612,"4","0",Changed feature class.,"149125","134871","131874","9","9","3171180",,Perugia,"1","0",Admin-1 region capital
"7","20","3",Trieste,,,"0",Trieste,"0","0",,"0","0",Italy,ITA,Italy,ITA,Friuli-Venezia Giulia,IT,,45.6503776236,13.8000255927,"4","0",Changed feature class.,"216035","211184","214514","10","10","3165185",,Trieste,"1","0",Admin-1 region capital
"7","20","3",Trento,,,"0",Trento,"0","0",,"0","0",Italy,ITA,Italy,ITA,Trentino-Alto Adige,IT,,46.0804288931,11.1199824612,"4","0",Changed feature class.,"107808","104946","104805","9","9","3165243",,Trento,"1","0",Admin-1 region capital
"7","20","8",Fort-de-France,,,"0",Fort-de-France,"0","0",,"0","0",French Republic,FRA,France,FRA,Martinique,MQ,,14.6104118031,-61.0800291358,"4","0",Changed feature class.,"253995","91249","253995","10","8","3570675",,Fort-de-France,"1","0",Admin-1 region capital
"7","20","2",Gifu,,,"0",Gifu,"0","0",,"0","0",Japan,JPN,Japan,JPN,Gifu,JP,,35.4230949087,136.762752644,"4","0",Changed feature to Admin-0 region capital.,"412895","397714","1454338","10","10","1863641",,Gifu,"1","0",Admin-1 region capital
"7","20","8",Saint-Laurent-du-Maroni,,Albina,"0",Saint-Laurent-du-Maroni,"0","0",,"0","0",French Republic,FRA,France,FRA,Guinaa,GF,,5.49762408054,-54.0325345879,"1","0",Location adjusted. Changed scale rank.,"24287","17414","17414","7","6","3380387",,Saint-Laurent-du-Maroni,"1","0",Admin-1 region capital
"7","20","3",Caen,,,"0",Caen,"0","0",,"0","0",French Republic,FRA,France,FRA,Basse-Normandie,FR,,49.1837536815,-0.34998925923,"4","0",Changed feature class.,"190099","110624","179301","9","9","3029241",,Caen,"1","0",Admin-1 region capital
"7","20","3",Nantes,,,"0",Nantes,"0","0",,"0","0",French Republic,FRA,France,FRA,Pays de la Loire,FR,,47.2103857616,-1.5900169285,"4","0",Changed feature class.,"438537","277269","426481","10","10","2990969",,Nantes,"1","0",Admin-1 region capital
"7","20","3",Ajaccio,,,"0",Ajaccio,"0","0",,"0","0",French Republic,FRA,France,FRA,Corse,FR,,41.9270648387,8.72829382186,"0","0",,"54364","39446","33400","8","7","3038334",,Ajaccio,"1","0",Admin-1 region capital
"7","20","3",Montpellier,,,"0",Montpellier,"0","0",,"0","0",French Republic,FRA,France,FRA,Languedoc-Roussillon,FR,,43.6103987824,3.86998571637,"4","0",Changed feature class.,"327254","248252","318850","10","10","2992166",,Montpellier,"1","0",Admin-1 region capital
"7","20","3",Dijon,,,"0",Dijon,"0","0",,"0","0",French Republic,FRA,France,FRA,Bourgogne,FR,,47.3304042756,5.03001826846,"4","0",Changed feature class.,"169946","149782","156405","9","9","3021372",,Dijon,"1","0",Admin-1 region capital
"7","20","3",Orleans,,,"0",Orleans,"0","0",,"0","0",French Republic,FRA,France,FRA,Centre,FR,,47.900421162,1.90002844098,"4","0",Changed feature class.,"217301","124149","209122","10","9","2989317",,Orleans,"1","0",Admin-1 region capital
"7","20","3",Rouen,,,"0",Rouen,"0","0",,"0","0",French Republic,FRA,France,FRA,Haute-Normandie,FR,,49.4304052929,1.07997513694,"4","0",Changed feature class.,"532559","110276","339054","11","9","2982652",,Rouen,"1","0",Admin-1 region capital
"7","20","3",Reims,,,"0",Reims,"0","0",,"0","0",French Republic,FRA,France,FRA,Champagne-Ardenne,FR,,49.250390441,4.02997595075,"4","0",Changed feature class.,"196565","159313","156464","9","9","2984114",,Reims,"1","0",Admin-1 region capital
"7","20","3",Amiens,,,"0",Amiens,"0","0",,"0","0",French Republic,FRA,France,FRA,Picardie,FR,,49.9003766063,2.30000402691,"4","0",Changed feature class.,"143086","94731","88717","9","8","3037854",,Amiens,"1","0",Admin-1 region capital
"7","20","3",Nancy,,,"0",Nancy,"0","0",,"0","0",French Republic,FRA,France,FRA,Lorraine,FR,,48.6836808462,6.20002437198,"4","0",Changed feature class.,"268976","105334","242104","10","9","2990999",,Nancy,"1","0",Admin-1 region capital
"7","20","4",Basse-terre,,,"0",Basse-terre,"0","0",,"0","0",French Republic,FRA,France,FRA,Guadeloupe,GP,,16.2303904408,-61.4399813249,"4","0",Changed feature class.,"307","307","8146","2","2","-1",,Basse-terre,"1","3",Admin-1 region capital
"7","20","8",Novi Sad,,,"0",Novi Sad,"0","0",,"0","0",Republic of Serbia,SRB,Serbia,SRB,Juno-Backi,RS,,45.2503761994,19.8499405504,"4","0",Changed feature class.,"225457","215400","206474","10","10","3194360",,Novi Sad,"1","0",Admin-0 region capital
"7","20","8",Banja Luka,,,"0",Banja Luka,"0","0",,"0","0",Bosnia and Herzegovina,BIH,Bosnia and Herzegovina,BIH,Serbian Republic,BA,,44.7804048859,17.1799743232,"0","0",,"221738","221106","221042","10","10","3204541",,Banja Luka,"1","0",Admin-0 region capital
"7","20","0",George Town,,,"0",George Town,"0","0",,"0","0",United Kingdom,GBR,Cayman Islands,CYM,,KY,,19.2804368276,-81.3299817319,"0","0",,"4268","1273","1273","4","3","2165718",,George Town1,"1","5",Admin-0 region capital
"7","20","0",Grand Turk,,,"0",Grand Turk,"0","0",,"0","0",United Kingdom,GBR,Turks and Caicos Islands,TCA,,TC,,21.4664274282,-71.1359786394,"4","0",Changed feature class.,"5801","3720","5801","5","4","3576994",,Grand Turk,"1","3",Admin-0 region capital
"7","20","0",Douglas,,,"0",Douglas,"0","0",,"0","0",United Kingdom,GBR,Isle of Man,IMN,,IM,,54.1504272655,-4.48002140443,"0","0",,"35854","26218","13441","7","7","2651073",,Douglas3,"1","5",Admin-0 region capital
"7","20","0",San Marino,,,"0",San Marino,"1","0",,"0","0",San Marino,SMR,San Marino,SMR,,SM,,43.9171500845,12.4666702867,"0","0",,"29579","29000","0","7","7","3168070",,San Marino,"1","5",Admin-0 capital
"7","20","0",Willemstad,,,"0",Willemstad,"0","0",,"0","0",Kingdom of the Netherlands,NLD,Curacao,CUW,,CW,,12.2004297068,-69.0199837663,"0","0",,"146813","146813","0","9","9","3513090",,Willemstad,"1","5",Admin-0 region capital
"7","20","0",Oranjestad,,,"0",Oranjestad,"0","0",,"0","0",Kingdom of the Netherlands,NLD,Aruba,ABW,,AW,,12.530383727,-70.0289919451,"0","0",,"68775","33000","68775","8","7","3513426",,Oranjestad,"1","5",Admin-0 region capital
"7","20","0",Vaduz,,,"0",Vaduz,"1","0",,"0","0",Liechtenstein,LIE,Liechtenstein,LIE,,LI,,47.1337237743,9.51666947291,"0","0",,"36281","5342","33009","7","5","3042030",,Vaduz,"1","0",Admin-0 capital
"7","20","0",Capitan Arturo Prat Station,Chile,,"0",Capitan Arturo Prat Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-62.499506817,-59.6833185238,"4","0",Changed feature class.,"41","41","0","1","1","-1",,Capitan Arturo Prat Station (Chile),"0","3",Scientific station
"7","20","0",Marambio Station,Argentina,,"0",Vicecomodoro Marambio Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-64.2328893853,-56.6500153011,"4","0",Changed feature class.,"150","55","0","1","1","-1",,Vicecomodoro Marambio Station (Argentina),"0","3",Scientific station
"7","20","0",Zucchelli Station,Italy,Formerly Terra Nova Bay,"0",Terra Nova Bay,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-74.6191925882,164.219027062,"4","1",Added place. Changed feature class.,"80","40","0","1","1","-1",,,"2","0",Scientific station
"7","20","0",Rothera Station,UK,,"0",Rothera Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-67.5647756035,-68.1235405452,"4","0",Location adjusted. Changed feature class.,"130","22","0","1","1","-1",,Rothera Station (UK),"0","3",Scientific station
"7","20","0",Palmer Station,USA,,"0",Palmer Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-64.7624133527,-64.0468756026,"4","0",Changed feature class.,"46","15","0","1","1","-1",,Palmer Station (USA),"0","3",Scientific station
"7","20","0",Base Presidente Montalva,Chile,Formerly Teniente Rodolfo Marsh Station,"0",Teniente Rodolfo Marsh Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-62.1827435746,-58.9076523299,"4","0",Location adjusted. Changed feature class.,"150","80","0","1","1","-1",,Teniente Rodolfo Marsh Station (Chile),"0","3",Scientific station
"7","20","0",Carlini Station,Argentina,Formerly Teniente Jubany Station,"0",Teniente Jubany Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-62.2241438574,-58.6504759912,"4","0",Location adjusted. Changed feature class.,"60","20","0","1","1","-1",,Teniente Jubany Station (Argentina),"0","3",Scientific station
"7","20","0",King Sejong Station,South Korea,,"0",King Sejong Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-62.2248533974,-58.7715987645,"4","0",Location adjusted. Changed feature class.,"90","17","0","1","1","-1",,King Sejong Station (South Korea),"0","3",Scientific station
"7","20","0",Great Wall Station,China,,"0",Great Wall Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-62.216319968,-58.966695599,"4","0",Changed feature class.,"40","12","0","1","1","-1",,Great Wall Station (China),"0","3",Scientific station
"7","20","0",Escudero Base,Chile,,"0",Escudero Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-62.194962507,-58.9526658189,"4","0",Changed feature class.,"20","20","0","1","1","-1",,Escudero Station (Chile),"0","3",Scientific station
"7","20","0",Elephant Island,,,"0","Elephant Island, South Shetland Islands","0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,Summer only,-61.999589011,-57.9999845801,"4","0",Changed feature class.,"6","0","0","1","0","-1",,"Elephant Island, South Shetland Islands","0","3",Scientific station
"7","20","0",Scott Base,New Zealand,,"0",Scott Base,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-77.8469381875,166.749102347,"4","0",Changed feature class.,"85","14","0","1","1","-1",,Scott Base (New Zealand),"0","3",Scientific station
"7","20","0",McMurdo Station,USA,,"0",McMurdo Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-77.7322823892,166.869415746,"4","1",Added place. Changed feature class.,"1000","200","0","2","1","-1",,,"2","0",Scientific station
"7","20","0",Zhongshan Station,China,Formerly Sun Yat-Sen Station,"0",Zhongshan Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-69.4340629918,76.3392980814,"4","0",Location adjusted. Changed feature class.,"60","25","0","1","1","-1",,Zhongshan Station (China),"0","3",Scientific station
"7","20","0",Vostok,Russia,,"0",Vostok,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-78.4662841608,106.800033731,"4","0",Changed feature class.,"25","13","0","1","1","-1",,Vostok (Russia),"0","3",Scientific station
"7","20","0",Peter I Island,Norway,,"0",Peter I Island,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-68.8328670058,90.4999950754,"4","0",Changed feature class.,"1","0","0","1","0","-1",,Peter I Island (Norway),"0","3",Scientific station
"7","20","0",Mirny Station,Russia,,"0",Mirny Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-66.5755295194,93.0062884562,"4","0",Location adjusted. Changed feature class.,"169","60","0","1","1","-1",,Mirny Station (Russia),"0","3",Scientific station
"7","20","0",Mawson Station,Australia,,"0",Mawson Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-67.6145203175,62.8750007254,"4","0",Location adjusted. Changed feature class.,"60","20","0","1","1","-1",,Mawson Station (Australia),"0","3",Scientific station
"7","20","0",Davis Station,Australia,,"0",Davis Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-68.7776743893,78.1407350894,"4","0",Location adjusted. Changed feature class.,"70","20","0","1","1","-1",,Davis Station (Australia),"0","3",Scientific station
"7","20","0",Concordia Research Station,France,,"0",Concordia Research Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-74.6663093886,124.167035684,"4","0",Changed feature class.,"30","0","0","1","0","-1",,Concordia Research Station (France),"0","3",Scientific station
"7","20","0",Casey Station,Australia,,"0",Casey Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-66.2860861375,110.536213973,"4","0",Changed feature class.,"200","50","0","1","1","-1",,Casey Station (Australia),"0","3",Scientific station
"7","20","0",AmundsenScott South Pole Station,USA,,"1",AmundsenScott South Pole Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-89.9828938613,139.266992553,"4","1",Name changed. Changed feature class.,"200","50","0","1","1","-1",,AmundsenÛÒScott South Pole Station (USA),"0","3",Scientific station
"7","20","0",Wasa Station,Sweden,,"0",Wasa Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-73.0496122044,-13.416711061,"4","0",Changed feature class.,"10","0","0","1","0","-1",,Wasa Station (Sweden),"0","3",Scientific station
"7","20","0",Troll Station,Norway,,"0",Troll Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-72.0162902643,2.53332311871,"4","0",Changed feature class.,"44","7","0","1","1","-1",,Troll Station (Norway),"0","3",Scientific station
"7","20","0",Svea Station,Sweden,,"0",Svea Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,Summer only.,-74.5829036269,-11.2166903091,"4","0",Changed feature class.,"10","0","0","1","0","-1",,Svea Station (Sweden),"0","3",Scientific station
"7","20","0",Novolazarevskaya Station,Russia,,"0",Novolazarevskaya Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-71.3012347468,-11.8502129048,"4","0",Location adjusted. Changed feature class.,"70","0","0","1","0","-1",,Novolazarevskaya Station (Russia),"0","3",Scientific station
"7","20","0",Neumayer Station III,Germany,,"0",Neumayer,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-70.8903966771,-7.83843800403,"4","0",Location adjusted. Changed feature class.,"40","40","0","1","1","-1",,Neumayer (Germany),"0","3",Scientific station
"7","20","0",Maitri Station,India,,"0",Maitri Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-70.7821796023,11.7304584017,"4","0",Location adjusted. Changed feature class.,"65","1","0","1","1","-1",,Maitri Station (India),"0","3",Scientific station
"7","20","0",Halley Station,UK,,"0",Halley Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-76.0922631923,-26.474156697,"4","0",Location adjusted. Changed feature class.,"70","16","0","1","1","-1",,Halley Station (UK),"0","3",Scientific station
"7","20","0",Belgrano Station,Argentina,,"0",General Belgrano Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-77.8663207819,-34.6166831884,"4","0",Changed feature class.,"100","14","0","1","1","-1",,General Belgrano Station (Argentina),"0","3",Scientific station
"7","20","0",Camp Sobral,Argentina,,"0",Doctor Sobral,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-81.1790847228,-40.5015315206,"4","0",Location adjusted. Changed feature class.,"40","0","0","1","0","-1",,Doctor Sobral (Argentina),"0","3",Scientific station
"7","20","0",Aboa Station,Finland,,"0",Aboa Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-75.0495934869,-13.416711061,"4","0",Changed feature class.,"18","12","0","1","1","-1",,Aboa Station (Finland),"0","3",Scientific station
"7","20","0",San Martín Station,Argentina,,"1",San Martín Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-68.1163215956,-67.099997601,"4","1",Name changed. Changed feature class.,"20","18","0","1","1","-1",,San MartÌðn Station (Argentina),"0","3",Scientific station
"7","20","0",Gen. O'Higgins Station,Chile,,"0",General Bernado O'Higgins Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-63.3284182298,-57.8895935185,"4","0",Location adjusted. Changed feature class.,"44","16","0","1","1","-1",,General Bernado O'Higgins Station (Chile),"0","3",Scientific station
"7","20","0",Esperanza Station,Argentina,,"0",Esperanza Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-63.3753286516,-57.0259015104,"4","0",Location adjusted. Changed feature class.,"250","55","0","2","1","-1",,Esperanza Station (Argentina),"0","3",Scientific station
"7","20","0",Orcadas Station,Argentina,,"0",Orcadas Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-60.7328963026,-44.7333008235,"4","0",Changed feature class.,"45","14","0","1","1","-1",,Orcadas Station (Argentina),"0","3",Scientific station
"7","20","0",Signy Research Station,"South Orkney Islands, UK",,"0",Signy Island,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,From 1996 as a summer only station,-60.631308147,-45.6007033215,"4","0",Location adjusted. Changed feature class.,"8","0","0","1","0","-1",,Signy Island (South Orkney Islands),"0","3",Scientific station
"7","20","0",Dumont d'Urville Station,France,,"0",Dumont d'Urville Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-66.77505091021,139.96368356279,"0","0",New in 2.0,"120","30","0","1","1","-1",,,"0","0",Scientific station
"7","20","0",Showa Station,Japan,,"0",Showa Station,"0","0",,"0","0",Indeterminate,ATA,Antarctica,ATA,,AQ,,-69.03039248766,39.7460831033,"0","0",New in 2.0,"60","40","0","1","1","-1",,,"0","0",Scientific station
"6","30","8",Gibraltar,,,"0",Gibraltar,"0","0",,"0","0",United Kingdom,GBR,Gibraltar,GIB,Gibraltar,GI,,36.132434946,-5.37807482973,"1","0",Location adjusted. Changed scale rank.,"187083","26544","85683","9","7","2411585",,Gibraltar,"1","0",Admin-0 region capital
"6","30","8",Lobamba,,,"0",Lobamba,"0","1",Legislative and,"0","0",Swaziland,SWZ,Swaziland,SWZ,Manzini,SZ,,-26.4666674614,31.1999971097,"4","0",Changed scale rank.,"9782","4557","0","5","4","935048",,Lobamba,"1","5",Admin-0 capital alt
"6","30","5",Edinburgh,,,"0",Edinburgh,"0","0",,"0","0",United Kingdom,GBR,United Kingdom,GBR,Edinburgh,GB,,55.9483278596,-3.21909061829,"1","0",Changed scale rank.,"504966","435791","442794","11","10","2650225",,Edinburgh,"1","0",Admin-0 region capital
"6","30","5",Cardiff,,,"0",Cardiff,"0","0",,"0","0",United Kingdom,GBR,United Kingdom,GBR,Cardiff,GB,,51.4999947297,-3.22500756979,"1","0",Changed scale rank.,"861400","346100","458831","11","10","2172349",,Cardiff,"1","5",Admin-0 region capital
"6","30","8",Longyearbyen,,,"0",Longyearbyen,"0","0",,"0","0",Kingdom of Norway,NOR,Svalbard and Jan Mayen Islands,SJM,Svalbard,SJ,,78.2166843864,15.5499962958,"1","1",Added place. Population from GeoNames.,"1232","1232","0","3","3","2729907",,,"2","0",Admin-0 region capital
"6","30","8",Luxembourg,,,"0",Luxembourg,"1","0",,"0","0",Luxembourg,LUX,Luxembourg,LUX,Luxembourg,LU,,49.6116603791,6.13000280623,"4","0",Changed scale rank.,"107260","76684","106219","9","8","2960316",,Luxembourg,"1","0",Admin-0 capital
"6","30","3",Turin,,Torino,"0",Turin,"0","0",,"0","1",Italy,ITA,Italy,ITA,Piemonte,IT,,45.0703871857,7.66996048853,"4","0",Changed scale rank. Changed feature class.,"1652000","865263","1297994","12","11","3165524",Torino,Turin,"1","0",Admin-1 region capital
"6","30","8",Noumea,,,"0",Noumea,"0","0",,"0","0",French Republic,FRA,New Caledonia,NCL,Sud,NC,,-22.2625277637,166.444285203,"1","0",Changed scale rank.,"93060","86425","0","8","8","2139521",,Noumea,"1","0",Admin-0 region capital
"6","30","2",Matsuyama,,,"0",Matsuyama,"0","0",,"0","0",Japan,JPN,Japan,JPN,Ehime,JP,,33.8455426219,132.765838988,"1","0",Changed feature to Admin-0 region capital. Changed scale rank.,"533541","516637","532929","11","11","-1",,Matsuyama,"1","0",Admin-1 region capital
"6","30","3",Rennes,,,"0",Rennes,"0","0",,"0","0",French Republic,FRA,France,FRA,Bretagne,FR,,48.1000213817,-1.67001204569,"1","0",Changed scale rank. Changed feature class.,"209375","199284","194723","10","9","2983990",,Rennes,"1","0",Admin-1 region capital
