month_date_yyyymm,state,state_id,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
202109,south carolina,sc,325450,0.0014,0.1261,10712,0.0246,-0.4031,40,0.095890411,-0.375,6644,-0.1253,-0.0611,900,-0.0854,-0.5273,3064,-0.0242,-0.2947,15500,0.0114,0.0215,144.7219048,0.0075,0.081,1686,9.00E-04,-0.0169,511470.9307,-0.0211,0.1397,26212,0.0168,-0.2086,1.446975355,-0.0188,0.6014
202109,montana,mt,529950,0.0443,0.325,3109,-0.0022,-0.1904,57.5,0.12745098,-0.184397163,1308,-0.1845,0.0031,32,-0.2,-0.6667,648,-0.105,0.0452,3234,-0.03,-0.207,258.9097502,0.0129,0.3545,2125,0.0204,-0.033,984304.7882,0.038,0.2684,6343,-0.0166,-0.1989,1.040205854,-0.0298,-0.0218
202109,minnesota,mn,319900,0,0.0663,12825,0.0415,-0.1467,37.5,0.071428571,-0.147727273,8572,-0.0609,-0.0281,280,0.3462,-0.3966,4088,0.0635,0.0407,12078,-0.0817,-0.0915,173.2612539,0.0026,0.1021,1858,-0.0051,-0.0576,408845.8557,-0.0103,0.0143,24903,-0.0221,-0.1208,0.941754386,-0.1264,0.0572
202108,maryland,md,375000,-0.0129,0.0417,9773,0.0588,-0.0438,34.5,0.045454545,-0.197674419,8464,-0.0674,0.1975,380,-0.0952,-0.4379,3828,0.1888,0.4284,14372,0.0238,2.5885,199.3388002,-0.0056,0.117,1755.5,-0.0115,-0.0632,502298.4328,-0.0311,-0.0193,24145,0.0377,0.6972,1.470582216,-0.0503,1.0787
202108,alaska,ak,339950,0.0148,0.0792,1832,0.0732,-0.236,36.5,0.073529412,-0.370689655,932,-0.1174,-0.0332,40,0.1111,-0.2308,756,0.1739,0.0107,139,0.112,-0.0347,194.3535968,-0.0043,0.0941,1743.5,0.0131,-0.0026,400372.6174,0.0171,0.0932,1971,0.0759,-0.2246,0.075873362,0.0026,0.0158
202108,virginia,va,375000,-0.0106,0.0277,16792,0.0238,-0.1503,34,0.0625,-0.306122449,12396,-0.0909,0.0935,648,-0.1606,-0.5525,5112,0.125,0.2183,17949,-0.0361,0.2797,189.0750603,-3.00E-04,0.1607,1913,-0.0052,-0.1106,545743.0972,-0.0132,0.043,34741,-0.0081,0.0282,1.068901858,-0.0664,0.3592
202108,indiana,in,234500,-0.0225,-0.0017,8741,0.0914,-0.1433,34.5,0.045454545,-0.295918367,7296,0.0022,0.1753,148,-0.4032,-0.5432,3676,0.2436,0.0527,8099,0.0261,-0.1068,120.6109195,-9.00E-04,0.1117,1880,-0.01,-0.0665,315566.7614,-0.0185,0.0314,16840,0.059,-0.1261,0.926553026,-0.059,0.0379
202108,mississippi,ms,234950,-0.0071,0.0327,4427,0.0882,-0.3524,50,0.020408163,-0.382716049,2164,-0.0092,0.0464,108,-0.0357,-0.5714,1104,0.1845,-0.1534,4147,0.0247,-0.0482,109.1605293,-0.0116,0.0585,1982.5,-0.0088,-0.0367,320617.7521,-0.0309,0.117,8574,0.0566,-0.234,0.936751751,-0.0581,0.2994
202108,pennsylvania,pa,269900,-0.0185,0.0381,22110,0.036,-0.1276,43.5,0.06097561,-0.194444444,14020,-0.055,0.095,536,-0.0694,-0.4704,7492,0.0558,0.0534,25397,-0.0188,0.7581,146.9375,-0.0093,0.1456,1612.5,-0.0119,-0.062,386871.3629,-0.0359,0.0107,47507,0.006,0.1939,1.148665762,-0.0641,0.5787
202108,georgia,ga,364950,-0.0134,0.1062,29593,0.0711,-0.3083,36,0.058823529,-0.294117647,23012,-0.0266,0.0407,1408,0.0539,-0.6014,8580,0.0239,-0.2172,39503,-0.0372,-0.0324,145.9069803,-6.00E-04,0.1779,1856.5,-0.0208,-0.1121,513013.7,-0.0239,0.1304,69096,0.0064,-0.1736,1.334876491,-0.1502,0.3806
202108,vermont,vt,350000,0,0.0769,1686,-0.0035,-0.4115,54.5,0.184782609,-0.263513514,820,-0.1734,-0.2293,24,0,-0.5385,360,0.0345,-0.2035,1135,0.0161,-0.3167,189.9454365,-0.0107,0.1872,1954,0.0198,-0.0422,545331.1847,0.013,0.1247,2821,0.0043,-0.3767,0.673190985,0.013,0.0934
202108,new jersey,nj,447000,0.0045,-0.0045,25722,0.0254,-0.1424,39.5,0.097222222,-0.05952381,14376,-0.0749,-0.1073,484,0.0254,-0.3564,5156,0.0583,-0.1153,19744,-0.0229,1.0309,0,,,0,,,649618.0089,-0.0024,0.0045,45466,0.0039,0.1448,0.767591945,-0.0379,0.4434
202108,new mexico,nm,302395,-0.0085,0.061,4387,0.0344,-0.1709,48,0,-0.225806452,2260,-0.0105,0.06,100,-0.0741,-0.359,988,-0.0352,-0.1272,4030,0.0136,-0.0106,154.0556035,0.0099,0.1116,1935.5,-0.0018,-0.0323,477258.8074,0.0121,0.0928,8417,0.0243,-0.1011,0.918623205,-0.0189,0.1488
