month_date_yyyymm,country,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
202109,United States,380000,0,0.0858,646053,0.0083,-0.2216,43,0.102564103,-0.203703704,393288,-0.0886,-0.0393,22880,-0.0644,-0.4581,186008,0.0022,-0.0834,663514,-0.0254,-0.0074,185.6953125,0.0077,0.147,1736,-0.002,-0.0495,704881.0285,0.0014,0.0866,1309567,-0.009,-0.126,1.027027194,-0.0355,0.2217
