month_date_yyyymm,postal_code,zip_name,flag,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
202109,28215,"charlotte, nc",,303450,-0.0576,0.0839,54,-0.1,-0.2703,26,-0.018867925,-0.133333333,64,0.0667,0,4,-0.5,-0.875,32,0.6,3,99,-0.2016,0.1512,170.749451,0.0275,0.1556,1678.5,-0.0703,-0.0309,316056.9666,-0.0333,0.0829,153,-0.1685,-0.0437,1.833333333,-0.2333,0.6712
202109,38261,"union city, tn",,179750,-0.1628,0.0271,21,0.3125,-0.1923,46,0.210526316,-0.551219512,8,-0.3333,0,0,,,4,0,-0.5,16,-0.3333,0.0667,82.03749645,-0.1562,-0.0279,1930.5,-0.1213,-0.0883,223335.7143,-0.1323,0.1406,37,-0.075,-0.0976,0.761904762,-0.7381,0.185
202109,60401,"beecher, il",,309949.5,-0.1206,0.5156,26,0.1304,0.4444,40.5,0.557692308,-0.4,16,0,1,0,,,20,0.6667,4,22,0.2222,0.4667,146.1958333,-0.0694,0.3324,2150,-0.0863,0.1037,393294.7581,-0.0935,0.6704,48,0.1707,0.4545,0.846153846,0.0635,0.0128
202109,60062,"northbrook, il",,554000,-0.0473,-0.0399,155,-0.0549,-0.428,47.5,0.158536585,-0.095238095,80,0.25,-0.2857,0,-1,,40,-0.4118,-0.5,143,-0.1006,-0.1437,230.9822913,-0.0336,0.0971,2297.5,-0.0427,-0.1011,723667.4371,-0.0142,-0.0581,298,-0.0774,-0.3196,0.922580645,-0.0469,0.3063
202109,19805,"wilmington, de",*,147450,0.0536,,94,0.0444,,49,0.042553191,,60,0.0714,0.5,0,,-1,36,0.125,2,102,-0.1207,2.5172,118.7791847,0.0503,0.0262,1212.5,0.0104,-0.1182,167792.5311,0.0168,-0.2007,196,-0.0485,1.8,1.085106383,-0.2038,0.3778
202109,27973,"shawboro, nc",,394900,-0.0001,0.2908,31,-0.0313,0.8235,163.5,0.206642066,1.069620253,4,,,0,-1,,0,,,6,0.2,-0.1429,159.3609023,0.0051,0.0426,1688,0.2827,-0.0648,373527.2727,0.0061,0.1476,37,0,0.5417,0.193548387,0.0373,-0.2182
202109,13045,"cortland, ny",,144450,-0.0335,0.0744,51,-0.0556,-0.427,62.5,0.068376068,-0.600638978,12,-0.6667,0,0,,,20,0.6667,0.25,90,-0.011,0.2162,100.4212373,-0.0614,0.1107,1299,-0.0685,-0.0903,154158.9488,-0.0852,-0.0888,141,-0.0276,-0.135,1.764705882,0.0795,0.9332
202109,97374,"scio, or",*,509950,0.1087,,13,0.8571,,18,-0.555555556,,12,0.5,,0,,,4,0,,14,0.2727,0.2727,317.071525,0.1609,0.2335,1696,0.0144,-0.0974,590392.8571,0.2998,0.0583,27,0.5,0.4211,1.076923077,-0.4945,-0.2981
202109,45209,"cincinnati, oh",,484500,0.0791,0.4066,36,0.0909,0.125,69.5,0.112,0.299065421,24,1,1,0,,,12,0,-0.25,31,-0.225,-0.2051,196.8272229,0.0402,0.02,1154.5,-0.0216,-0.0705,510717.1542,0.0364,0.2671,67,-0.0822,-0.0563,0.861111111,-0.351,-0.3576
202109,30022,"alpharetta, ga",,559950,0.0182,-0.0386,150,-0.0854,-0.4,35.5,0.183333333,-0.164705882,116,-0.2368,-0.275,0,-1,-1,72,-0.1,0.2,216,0.0537,-0.2678,182.1890932,0.0271,0.1761,2861.5,0.0424,-0.1607,829272.3248,0.0605,0.0998,366,-0.0081,-0.3284,1.44,0.19,0.26
202109,36527,"daphne, al",*,378900,-0.0626,0.0714,82,0.2424,-0.506,27.5,0.222222222,,48,-0.2,0.3333,0,,-1,28,-0.125,-0.125,87,-0.1212,0,154.5089291,0.0177,0.1379,2486,-0.0366,-0.0414,412150.4464,-0.0526,0.0539,169,0.0242,-0.332,1.06097561,-0.439,0.5369
202109,54904,"oshkosh, wi",*,354900,0.029,,29,0.2083,,43,-0.173076923,,20,0,0.6667,0,,,4,-0.5,-0.5,43,-0.0444,-0.2182,171.522146,0.0563,0.0878,1925,-0.0691,-0.2173,419166.2771,0.0589,-0.1332,72,0.0435,-0.0886,1.482758621,-0.3922,-0.8089
202109,93950,"pacific grove, ca",,1302500,-0.1317,-0.1258,14,-0.0667,-0.4167,38,0.013333333,-0.315315315,8,-0.5,-0.5,0,,-1,4,,0,17,-0.32,-0.5641,979.5514512,0.0055,-0.0032,1400,0.0025,-0.3069,1480145.607,-0.1158,-0.2445,31,-0.225,-0.5079,1.214285714,-0.4524,-0.4107
202109,60118,"dundee, il",,362500,0.0858,0.1069,27,-0.3415,-0.3571,40.5,0.173913043,-0.319327731,20,-0.2857,0,0,,,12,0,0,55,0.1224,0.1702,160.468465,0.0473,0.2223,2184,0.0823,-0.0896,481520.0356,0.1326,0.4213,82,-0.0889,-0.0787,2.037037037,0.8419,0.918
202109,57064,"tea, sd",,337500,0.0052,0.2367,46,-0.0612,0.0698,48.5,-0.02020202,0.054347826,4,-0.6667,-0.8,0,,,0,,,0,,,192.5343811,0,0.3164,1642.5,-0.0147,-0.1119,358591.0516,0.0007,0.1819,46,-0.0612,0.0698,0,0,0
202109,85742,"tucson, az",,420417.5,0.0106,0.0857,49,0.1136,0.0889,32,0.066666667,-0.209876543,48,-0.0769,0.7143,0,,,20,0.25,0.25,102,0.0408,-0.1969,210.3424278,0.0181,0.1754,1984.5,-0.0193,-0.162,503473.1875,-0.0346,0.0727,151,0.0634,-0.1221,2.081632653,-0.1456,-0.7406
202109,18078,"schnecksville, pa",,520150,-0.0358,0.1892,20,0.6667,0.3333,26.5,-0.220588235,-0.569105691,16,1,0.3333,0,,,4,0,0,7,0.75,6,199.9996667,0.0408,0.2095,2519,-0.021,0.0092,467270.6957,-0.0697,0.065,27,0.6875,0.6875,0.35,0.0167,0.2833
202109,49453,"saugatuck, mi",,757000,0.1257,0.4085,16,-0.2727,-0.619,83,0.064102564,0.177304965,4,-0.5,-0.6667,0,,,4,0,-0.6667,19,0.7273,-0.4571,353.2811414,0.0146,0.1373,2550,-0.0097,0.0658,975608.8235,-0.0362,0.2555,35,0.0606,-0.5455,1.1875,0.6875,0.3542
202109,20640,"indian head, md",,334450,-0.114,0.3965,13,0.4444,-0.0714,36,-0.064935065,0.263157895,8,1,0,0,,,4,,0,19,-0.2963,0.9,136.3918153,-0.2179,-0.0343,1816,-0.034,0.1231,396113.8004,0.047,0.6586,32,-0.1111,0.3333,1.461538462,-1.5385,0.7473
202109,95367,"riverbank, ca",*,514950,0.0509,,18,-0.1818,,34,0.307692308,,20,-0.2857,0.25,0,,,4,-0.5,-0.5,41,-0.1277,0.0513,257.9742218,-0.0055,0.1453,1928.5,0.0223,0.007,544537.4778,0.0475,0.1991,59,-0.1449,0.2041,2.277777778,0.1414,-1.6222
202109,2081,"walpole, ma",,526205,-0.0291,0.0063,23,-0.1154,-0.4103,35,0.891891892,-0.278350515,16,-0.4286,-0.4286,0,,,8,1,-0.5,5,-0.5,-0.4444,342.6556535,0.0353,0.1543,1470,-0.1503,-0.1901,582275.6561,-0.0153,-0.0936,28,-0.2222,-0.4167,0.217391304,-0.1672,-0.0134
202109,19010,"bryn mawr, pa",,769000,-0.0471,-0.1793,43,0.075,-0.1731,56.5,0.036697248,-0.169117647,28,0.1667,0.75,0,,,16,0.3333,1,40,0.1429,1.6667,264.5950709,0.0333,0.0906,2458,-0.1501,-0.2681,1105326.011,-0.0578,-0.0874,83,0.1067,0.2388,0.930232558,0.0552,0.6418
202109,78629,"gonzales, tx",,282999.5,-0.0943,0.0511,42,-0.0455,-0.087,49.5,0.455882353,-0.307692308,0,-1,-1,0,,,8,-0.3333,,19,0,0.0556,139.5089286,0.0111,0.0044,1992.5,0.0161,0.0556,310277.8309,0.0394,-0.1417,61,-0.0317,-0.0469,0.452380952,0.0206,0.0611
202109,98563,"montesano, wa",,437500,-0.1745,0.3298,18,0.6364,0.2857,42.5,0.574074074,-0.227272727,8,0,,0,,,8,,1,9,-0.3077,0.125,233.3221962,-0.0003,0.3413,2000,-0.0385,0.0121,452772.5,-0.1062,0.1715,27,0.125,0.2273,0.5,-0.6818,-0.0714
202109,11212,"brooklyn, ny",,599000,0.017,0.0426,16,-0.3043,-0.1111,66.5,0.198198198,-0.213017751,4,0,0,0,,,0,-1,-1,17,0.0625,0.1333,356.8444976,0.098,1.6275,1116,0,0,755279.8298,0.1117,0.1847,33,-0.1538,0,1.0625,0.3668,0.2292
202109,94551,"livermore, ca",,899000,-0.0121,0.1245,46,-0.0213,0.4839,24.5,0.324324324,-0.196721311,60,-0.25,0.1538,0,-1,,16,1,3,72,0.125,-0.1818,605.0247436,-0.0311,0.2646,1506,0.0087,-0.1165,1057100.425,0.0444,0.2073,118,0.0631,-0.0084,1.565217391,0.2035,-1.2735
202109,45242,"cincinnati, oh",,777500,0.0097,0.037,70,0.0294,-0.1026,65,0.238095238,-0.202453988,28,-0.125,0,0,,,16,0,-0.3333,49,-0.1695,-0.1091,189.6269202,-0.0374,0.3206,1656,0.0788,-0.1503,819526.008,0.0396,0.0361,119,-0.063,-0.1053,0.7,-0.1676,-0.0051
202109,78599,"weslaco, tx",*,219300,0.0443,0.0698,24,0.2632,,62.5,0.76056338,-0.513618677,4,0,0,0,,,0,-1,,14,2.5,6,121.3346815,0,0.1067,1957,0.0324,-0.1699,382128.7826,-0.0211,0.5204,38,0.6522,0.4074,0.583333333,0.3728,0.5033
202109,48420,"clio, mi",*,254900,0,,63,0.0161,,197,-0.167019027,,16,-0.5556,-0.5,0,,,16,0.3333,0.3333,33,0.0313,-0.34,212.4166667,0,0.8172,1200,0,-0.2016,242088.6029,-0.0309,0.1361,96,0.0213,0.1034,0.523809524,0.0077,-0.8275
202109,88030,"deming, nm",,175000,0.0003,0.0975,66,-0.0704,-0.2143,80.5,0.229007634,-0.222222222,12,0,-0.25,0,,,12,0.5,2,21,-0.087,-0.16,95.99358974,-0.0406,0.0705,1790,0.0592,0.0249,193031.8144,0.0264,0.0903,87,-0.0745,-0.2018,0.318181818,-0.0058,0.0206
202109,48382,"commerce township, mi",,454900,-0.0892,0.0655,48,-0.0769,-0.2,23,-0.233333333,-0.43902439,40,0,0.1111,0,,,16,-0.2,-0.2,11,-0.2667,0,194.0414021,-0.0129,0.0492,2455.5,-0.0016,0.0433,508531.5125,-0.0822,-0.0747,59,-0.1194,-0.169,0.229166667,-0.0593,0.0458
202109,32606,"gainesville, fl",*,335000,0.0037,,45,0.0465,,33.5,-0.151898734,,52,0.625,1.1667,0,,,20,0.6667,0.6667,74,0.2131,0.3455,169.7847091,-0.0078,0.1229,1891,-0.0275,-0.0646,477913.7701,0.0148,0.3341,119,0.1442,0.2935,1.644444444,0.2258,0.158
202109,77379,"spring, tx",,360000,-0.0464,0.0627,113,-0.0583,-0.472,31.5,0.086206897,-0.275862069,112,-0.125,-0.0667,0,-1,-1,48,0.0909,-0.2941,182,-0.037,-0.2121,127.3869614,0.0305,0.1851,2943.5,-0.0563,-0.0895,405482.4796,-0.0329,0.0865,295,-0.0453,-0.3371,1.610619469,0.0356,0.5312
202109,31605,"valdosta, ga",*,250400,0.022,,44,-0.1698,-0.4699,55.5,0.15625,,28,0,-0.125,0,,-1,4,-0.5,-0.5,99,-0.1,-0.0748,120.9869418,-0.0186,0.1094,1950,-0.0166,0.0638,304178.4,0.0501,0.1712,143,-0.1227,-0.2474,2.25,0.1745,0.9608
202109,33785,"indian rocks beach, fl",,859900,-0.1029,0.4225,29,0,-0.4821,40,0.403508772,-0.459459459,16,-0.4286,-0.3333,0,,,8,1,-0.3333,84,0.1831,0.3125,617.3032373,0.0386,0.3118,1420,-0.0856,0.046,1454233.549,-0.0785,0.5966,113,0.13,-0.0583,2.896551724,0.4483,1.7537
202109,56572,"pelican rapids, mn",,354900,-0.0877,-0.0658,23,0,-0.566,49.5,1.020408163,-0.421052632,8,0,0,0,,,4,,-0.6667,10,0.25,-0.1667,211.5902681,0.0024,0.1,2110,-0.0268,0.099,610284.6281,-0.0714,0.0976,33,0.0645,-0.4923,0.434782609,0.087,0.2084
202109,75032,"rockwall, tx",*,629950,0.037,,70,0.2069,-0.4531,37,0.057142857,-0.333333333,64,0.2308,0,4,,-0.6667,20,0,-0.1667,87,-0.0842,-0.2368,205.339433,0.0298,0.3319,3398,0.0038,0.1385,920870.3854,0.0498,0.3764,157,0.0261,-0.3512,1.242857143,-0.3951,0.3522
202109,31816,"manchester, ga",*,137450,-0.0803,,18,0.125,0.3846,40,0.509433962,-0.595959596,12,2,2,0,,,0,,,8,0,0.1429,80.45393879,-0.021,0.5191,1656,0.0181,0.0324,138121.6286,-0.0417,-0.0421,26,0.0833,0.3,0.444444444,-0.0556,-0.094
202109,49408,"fennville, mi",,672000,-0.1466,0.1219,25,0,-0.2424,48,-0.020408163,-0.094339623,12,0.5,0.5,0,,,4,-0.6667,-0.5,17,-0.2273,-0.2273,277.2212733,0.0648,0.2837,2249.5,-0.2243,-0.0532,1109355.46,0.007,0.5305,42,-0.1064,-0.2364,0.68,-0.2,0.0133
202109,96813,"honolulu, hi",*,729750,0.0171,,167,0.0183,-0.2578,51,-0.028571429,-0.482233503,56,0.2727,0.75,0,,,12,0,-0.5714,0,,,653.8461538,-0.0176,-0.0719,934,0,0.1321,977934.6946,0.0573,0.2414,167,0.0183,-0.2578,0,0,0
202109,27040,"pfafftown, nc",*,329900,-0.0032,0.0231,24,0.3333,0,39.5,0,,20,0,0,0,,-1,4,-0.5,0,43,-0.1887,1.15,0,,,0,,,350916.1515,0.0027,0.0201,67,-0.0563,0.5227,1.791666667,-1.1528,0.9583
202109,16506,"erie, pa",,307400,0.2924,0.2177,30,-0.0625,-0.1429,45,0.139240506,0.139240506,24,-0.1429,0,0,,,8,-0.3333,-0.5,37,-0.1778,-0.2745,137.9718001,0.078,0.0054,2162.5,0.1436,0.0653,379096.7963,-0.0162,0.1095,67,-0.1299,-0.2209,1.233333333,-0.1729,-0.2238
202109,1007,"belchertown, ma",,370000,-0.0066,-0.1188,19,0,-0.3448,47.5,0.826923077,-0.05,12,-0.25,0,0,,,4,-0.5,0,6,0.5,0,213.5416667,0.066,0.1483,1895.5,-0.0731,-0.1184,379756.1329,-0.0076,-0.0691,25,0.087,-0.2857,0.315789474,0.1053,0.1089
202109,43110,"canal winchester, oh",,257450,-0.2126,0,29,0.2609,0.2609,11,0.047619048,-0.153846154,48,0.3333,0.0909,0,,,4,0,-0.5,63,-0.1486,-0.1486,130.2213895,-0.1571,0.0156,1961,-0.1147,0.0672,337958.6919,-0.0095,0.2014,92,-0.0515,-0.0515,2.172413793,-1.045,-1.045
202109,75961,"nacogdoches, tx",,299900,-0.0909,0.2044,20,0,0.1111,63.5,0.649350649,-0.030534351,4,0,-0.5,0,,,4,,,18,0.125,0.2,121.5042085,0,0.0605,2708,0.2405,0.3506,392221.0317,-0.0493,-0.0151,38,0.0556,0.1515,0.9,0.1,0.0667
202109,83861,"saint maries, id",*,437000,0.0223,0.1066,20,-0.2,,67,0.410526316,-0.229885057,0,-1,-1,0,,,8,,1,17,-0.15,7.5,274.4305394,0.0538,0.5008,1818,-0.0531,0.0033,1126135.823,0.0987,1.0702,37,-0.1778,0.48,0.85,0.05,0.763
202109,11561,"long beach, ny",*,699000,0.0079,0.0087,135,0.0075,,57,-0.129770992,-0.017241379,36,-0.3571,-0.4706,0,-1,,32,0,-0.2727,52,0.04,-0.7263,0,,,0,,,907123.1819,0.0374,0.015,187,0.0163,-0.5461,0.385185185,0.0121,-0.4707
202109,2021,"canton, ma",*,772400,-0.0148,,40,0.0256,-0.1304,32,-0.346938776,0.142857143,44,1.2,0.5714,4,0,,12,0.5,0,5,-0.5455,-0.5833,324.2478846,-0.0706,0.03,2395.5,0.1037,0.5555,958737.4286,0.0048,0.3951,45,-0.1,-0.2241,0.125,-0.1571,-0.1359
202109,92311,"barstow, ca",*,230500,0.1542,,64,0.1636,0.1636,40,0.290322581,-0.279279279,56,0.2727,0.5556,8,0,1,8,1,-0.3333,76,0,0.0133,176.2676563,0.0225,0.352,1265,0.0144,-0.0243,239595.0668,0.1024,0.3089,140,0.0687,0.0769,1.1875,-0.1943,-0.1761
202109,29569,"loris, sc",*,266300,0.0447,,32,0,,51,0.291139241,,16,0.3333,0.3333,0,,-1,4,0,0,69,0.0299,-0.1375,168.7373396,0.0189,0.3177,1703,0.0296,0.0247,431498.4988,0.0581,0.8732,101,0.0202,-0.4229,2.15625,0.0625,1.3141
202109,28079,"indian trail, nc",*,391000,0.0143,,38,0.0556,-0.0952,17,-0.128205128,-0.484848485,52,0.0833,0.625,4,0,-0.75,4,-0.5,-0.5,38,0.027,-0.3559,175.807718,0.0415,0.2407,2267,-0.0085,-0.0455,540615.8352,0.0638,0.2903,76,0.0411,-0.2475,1,-0.0278,-0.4048
202109,32347,"perry, fl",,136000,0.0037,-0.0073,14,-0.2222,-0.0667,52,0.106382979,-0.168,0,-1,-1,0,,,4,-0.5,0,4,1,-0.2,109.5890411,0.0646,0.2093,1760,0.1526,0.0476,283306.6667,0.5122,1.0257,18,-0.1,-0.1,0.285714286,0.1746,-0.0476
202109,11963,"sag harbor, ny",,2895000,0.0732,0.0349,180,-0.0164,-0.4079,95.5,-0.015463918,-0.025510204,28,-0.2222,-0.4167,0,,-1,28,0.75,0.4,42,-0.0233,-0.3824,971.474359,0.0674,0.0835,2500,-0.0196,-0.1071,4187611.938,0.0392,0.1191,222,-0.0177,-0.4032,0.233333333,-0.0016,0.0096
202109,2109,"boston, ma",,1470000,-0.0167,0.2174,29,-0.2368,-0.275,65,0.023622047,0.547619048,8,1,-0.5,0,,,8,1,-0.3333,3,-0.25,2,981.2035004,-0.0291,-0.0658,1513,-0.0079,0.0314,1682543.283,-0.0541,0.0358,32,-0.2381,-0.2195,0.103448276,-0.0018,0.0784
202109,6611,"trumbull, ct",*,649000,0.1812,,67,0.1964,,25.5,-0.120689655,-0.4,56,-0.0667,0,0,,,8,-0.5,-0.7143,102,-0.0286,,255.8585859,0.0142,0.3255,2641,0.1896,0.0755,634676.8534,0.139,0.2328,169,0.0497,0.0432,1.52238806,-0.3526,1.5224
202109,19148,"philadelphia, pa",,302000,-0.0082,0.06,237,0.0216,-0.0632,53.5,0.091836735,0.080808081,108,0.2857,-0.1563,0,-1,-1,104,-0.0714,-0.2353,97,-0.0102,1.4872,261.1607143,0.002,0.0568,1110,0.0091,0.0027,329487.6648,0.0168,0.079,334,0.0121,0.1438,0.4092827,-0.0131,0.2551
202109,48446,"lapeer, mi",*,271595,0.0043,0.2508,51,-0.1207,-0.15,43.5,0.298507463,,32,-0.2,-0.2,0,,,12,-0.5,0.5,20,0.0526,0.25,160.3240741,0.0226,0.1767,1679,-0.0567,0.0345,375897.4013,0.0178,0.4868,71,-0.0779,-0.0658,0.392156863,0.0646,0.1255
202109,75149,"mesquite, tx",,249700,0.0626,0.274,49,0.2895,0.0426,21.5,-0.104166667,-0.367647059,64,0,0.6,0,,,16,1,-0.2,95,0.1585,0.0106,157.2620723,0.0208,0.1956,1492,0.0286,-0.0232,262558.3877,0.0555,0.1624,144,0.2,0.0213,1.93877551,-0.2191,-0.0612
202109,31906,"columbus, ga",*,122000,0.1349,-0.2325,44,0,,48,0,-0.076923077,8,-0.75,-0.5,0,,,12,0.5,-0.4,30,-0.25,9,77.51351351,-0.0001,-0.1769,1316,0.0818,-0.2554,170264.6981,0.1814,-0.2385,74,-0.119,0.6444,0.681818182,-0.2273,0.6104
202109,28012,"belmont, nc",,367692.5,-0.0536,0.1633,31,-0.0882,-0.6026,28.5,0.325581395,-0.441176471,32,0,0,0,,-1,16,0.3333,0,39,-0.025,-0.3276,189.671205,-0.0055,0.1144,1995.5,-0.1157,0.0453,420432.6531,-0.1403,0.0907,70,-0.0541,-0.4853,1.258064516,0.0816,0.5145
202109,73110,"oklahoma city, ok",*,127450,-0.0004,,34,-0.1282,,33.5,-0.014705882,,20,-0.5455,0,0,,,16,-0.3333,,79,0,0.4906,105.4728024,-0.0146,0.1391,1260.5,-0.0206,-0.1313,164650.0982,0.0227,0.2744,113,-0.0424,0.4868,2.323529412,0.2979,0.0192
202109,54843,"hayward, wi",,274900,0.0286,-0.1565,98,-0.0485,-0.4132,61.5,0.242424242,-0.293103448,28,0.1667,-0.2222,0,,,16,1,0.3333,8,0.1429,-0.5,161.8431657,0.012,-0.0141,1600,-0.0157,-0.1494,340575.7523,-0.0005,-0.1931,106,-0.0364,-0.4208,0.081632653,0.0137,-0.0142
202109,7423,"ho ho kus, nj",*,1322000,0.4771,-0.0949,19,-0.24,,26,-0.388235294,-0.48,8,-0.6,-0.3333,0,,,0,-1,,3,2,,0,,,0,,,1499161.31,0.0939,-0.0488,22,-0.1538,-0.1852,0.157894737,0.1179,0.1579
202109,98626,"kelso, wa",,384949.5,-0.0376,0.1685,41,-0.1277,0,29.5,0.092592593,-0.092307692,52,0.3,0.625,8,0,-0.3333,28,0,2.5,76,0.3333,0.434,222.0214677,0.0315,0.0664,2032.5,0.0455,0.0107,461767.2952,-0.0169,0.1739,117,0.125,0.2447,1.853658537,0.6409,0.561
202109,53121,"elkhorn, wi",,394900,-0.0075,0.034,37,0,-0.4308,39,-0.012658228,-0.271028037,12,-0.5714,-0.7,0,,,12,0,-0.4,34,0.1333,-0.3333,206.9078947,0.059,0.2571,1906,0.0032,-0.0924,651016.7131,0.0648,0.2004,71,0.0597,-0.3879,0.918918919,0.1081,0.1343
202109,98118,"seattle, wa",,739500,0.0565,0.1205,63,0.0862,-0.1923,42.5,0.328125,0.180555556,68,0.8889,0.7,0,,,16,-0.2,-0.3333,75,-0.0385,0.2097,423.5651214,-0.0008,0.0622,1785,0.1806,0.0553,869769.5189,0.0396,0.0597,138,0.0147,-0.0143,1.19047619,-0.1544,0.3956
202109,45415,"dayton, oh",,140000,-0.1245,-0.1765,18,0,0.0588,35.5,0.448979592,-0.418032787,16,-0.2,3,0,,,8,1,1,45,0,0.1842,103.2448378,0.0176,0.1233,1409.5,-0.1342,-0.2613,165369.7727,-0.0973,-0.1591,63,0,0.1455,2.5,0,0.2647
202109,29205,"columbia, sc",,256250,0.0051,-0.0679,74,-0.1685,-0.2211,37,0.345454545,-0.244897959,36,-0.3571,-0.1,0,,,28,-0.2222,0,0,,,161.185311,-0.0377,0.0238,1658,0.0166,-0.0781,321056.2435,0.0681,-0.0351,74,-0.1685,-0.2211,0,0,0
202109,64506,"saint joseph, mo",,224500,-0.0132,-0.0396,21,-0.16,-0.16,45,0.267605634,-0.02173913,20,0,-0.1667,0,,,12,0,0,39,-0.025,-0.1522,103.6037722,0.0367,0.0783,2328,0.0032,0.0026,267912.5,-0.0318,0.0661,60,-0.0769,-0.1549,1.857142857,0.2571,0.0171
202109,45875,"ottawa, oh",,171400,-0.0735,0.0522,13,0,-0.2353,596,0.337822671,1.608315098,4,0,0,0,,,4,,0,11,0,-0.0833,105.9434514,0.2058,0.1708,1924,-0.075,-0.0912,231083.4643,0.0347,-0.0324,24,0,-0.1724,0.846153846,0,0.1403
202109,12758,"livingston manor, ny",,299900,-0.1045,0.014,76,-0.05,0.0411,346.5,0.072755418,1.056379822,4,-0.6667,-0.8,0,,,4,0,0,6,0,0,170.4631739,-0.1138,0.0978,1800,-0.0281,-0.0546,439662.1,-0.0714,0.0869,82,-0.0465,0.038,0.078947368,0.0039,-0.0032
202109,84062,"pleasant grove, ut",,477499.5,-0.044,-0.0135,39,0.1471,0.2188,20,1.222222222,-0.444444444,48,-0.1429,0.5,0,,,24,0.5,0.5,79,0.026,-0.1124,231.0898384,0.0148,0.356,2128,-0.1188,-0.2232,525072.141,-0.0874,-0.0346,118,0.0631,-0.0248,2.025641026,-0.2391,-0.7556
202109,97205,"portland, or",,417500,-0.0089,-0.0722,25,0,-0.2857,64,0.049180328,0.376344086,8,0,-0.5,0,,,12,-0.25,0,6,-0.3333,-0.4,389.7572595,-0.0191,-0.0596,1014,0.004,-0.2248,537019.6429,-0.0114,-0.2225,31,-0.0882,-0.3111,0.24,-0.12,-0.0457
202109,90305,"inglewood, ca",,720000,0,0.0686,19,0.1875,0.9,60.5,0.130841121,-0.836486486,16,3,1,0,,,4,,,20,0,0.0526,516.5289256,0.0209,0.1609,1497,-0.051,0.0285,746556.4048,-0.0154,0.1276,39,0.0833,0.3448,1.052631579,-0.1974,-0.8474
202109,8502,"belle mead, nj",,789499.5,-0.0131,-0.0829,29,0,-0.5246,42.5,0.036585366,-0.273504274,8,-0.5,-0.5,0,,-1,4,-0.6667,-0.6667,20,-0.4737,3,0,,-1,0,,-1,850318.2141,-0.0104,0.058,49,-0.2687,-0.2576,0.689655172,-0.6207,0.6077
202109,12167,"stamford, ny",*,304500,0.05,,24,0.1429,-0.3143,81.5,0.18115942,-0.255707763,0,-1,,0,,,0,-1,,11,-0.2667,-0.5417,129.0708333,0.0328,0.2487,3000,-0.1111,0.6216,367428.6859,0.0127,0.7158,35,-0.0278,-0.4068,0.458333333,-0.256,-0.2274
202109,23075,"henrico, va",*,225000,-0.0302,,14,-0.0667,,37.5,0.470588235,,8,-0.6667,0,0,,,0,-1,,47,0.2703,0.4242,179.6503595,0.1134,0.2221,1200,-0.148,-0.064,234286.97,-0.0261,-0.0611,61,0.1731,0.6944,3.357142857,0.8905,-7.6429
202109,61883,"westville, il",,67000,0,0.0551,20,0.0526,0,683.5,0.042715484,1.139280125,0,-1,,0,,,0,,-1,4,0,0.3333,59.86590038,-0.0171,0.0434,1100,0,0,71380,-0.0134,-0.001,24,0.0435,0.0435,0.2,-0.0105,0.05
202109,98310,"bremerton, wa",,414450,0.0374,0.137,22,0.0476,-0.4054,39.5,-0.048192771,-0.473333333,20,-0.1667,-0.1667,0,,,4,0,0,41,-0.2545,-0.3788,276.0126474,-0.0399,0.2553,1760,0.2689,-0.1444,495009.0366,0.0353,0.2093,63,-0.1711,-0.3883,1.863636364,-0.7554,0.0799
202109,20191,"reston, va",*,439999.5,0.0013,-0.0167,46,-0.1481,0.0952,29,0.183673469,,52,0,-0.1875,0,,-1,16,-0.4286,0.3333,65,0.0484,1.1667,283.7300544,-0.0293,-0.0011,1382.5,-0.0243,0.0364,471586.8414,-0.0274,-0.0516,111,-0.0431,0.5417,1.413043478,0.2649,0.6988
202109,7836,"flanders, nj",*,449900,-0.1001,,20,-0.0909,,31,-0.215189873,-0.523076923,8,-0.5,-0.3333,0,,-1,0,-1,,15,-0.4444,,0,,-1,0,,-1,558261.8757,-0.0059,-0.0348,35,-0.2857,0,0.75,-0.4773,0.75
202109,30110,"bremen, ga",,305780,0.0196,0.1121,79,-0.0366,0.254,54.5,-0.052173913,0.135416667,36,0,-0.1,4,-0.5,0,16,-0.4286,-0.4286,67,-0.0946,0.0635,124.1895363,0.0378,0.3787,2005.5,0.1927,-0.0991,375557.5127,0.1352,0.2153,146,-0.0641,0.1587,0.848101266,-0.0543,-0.1519
202109,98002,"auburn, wa",*,425000,-0.0519,,15,-0.0625,-0.3182,33,0.534883721,-0.070422535,28,-0.2222,0.4,0,,,0,,,35,-0.2553,0.0294,281.5219382,-0.0724,0.2264,1403,0.0629,-0.2206,418250.4686,-0.0246,-0.0279,50,-0.2063,-0.1071,2.333333333,-0.6042,0.7879
