BLKID	POPN_TOTAL	POPN_WHITE	POPN_BLACK	POPN_NATIV	POPN_ASIAN	POPN_OTHER	BORONAME
"360470370003000"	"323"	"240"	"0"	"7"	"36"	"40"	Brooklyn
"360470377003000"	"421"	"9"	"363"	"2"	"5"	"42"	Brooklyn
"360470381003000"	"517"	"14"	"446"	"17"	"3"	"37"	Brooklyn
"360470388003000"	"300"	"268"	"0"	"0"	"26"	"6"	Brooklyn
"360470403003000"	"388"	"61"	"227"	"0"	"1"	"99"	Brooklyn
"360470417003000"	"683"	"217"	"117"	"16"	"14"	"319"	Brooklyn
"360470421003000"	"324"	"152"	"41"	"5"	"20"	"106"	Brooklyn
"360470430003000"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470434003000"	"300"	"150"	"20"	"0"	"60"	"70"	Brooklyn
"360470476003000"	"491"	"486"	"1"	"0"	"0"	"4"	Brooklyn
"360470478003000"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470491003000"	"387"	"175"	"26"	"1"	"5"	"180"	Brooklyn
"360470492003000"	"238"	"103"	"0"	"0"	"112"	"23"	Brooklyn
"360470493003000"	"317"	"182"	"4"	"14"	"4"	"113"	Brooklyn
"360470511003000"	"343"	"222"	"16"	"0"	"27"	"78"	Brooklyn
"360470518003000"	"99"	"76"	"10"	"2"	"3"	"8"	Brooklyn
"360470519003000"	"110"	"94"	"1"	"0"	"10"	"5"	Brooklyn
"360470527003000"	"336"	"185"	"31"	"7"	"30"	"83"	Brooklyn
"360470534003000"	"403"	"300"	"22"	"5"	"64"	"12"	Brooklyn
"360470551003000"	"254"	"162"	"19"	"5"	"21"	"47"	Brooklyn
"360470554003000"	"235"	"198"	"5"	"0"	"22"	"10"	Brooklyn
"360470556003000"	"561"	"306"	"8"	"6"	"200"	"41"	Brooklyn
"360470560003000"	"183"	"179"	"0"	"0"	"4"	"0"	Brooklyn
"360470561003000"	"186"	"171"	"0"	"0"	"8"	"7"	Brooklyn
"360470564003000"	"265"	"188"	"17"	"0"	"60"	"0"	Brooklyn
"360470565003000"	"707"	"588"	"5"	"0"	"44"	"70"	Brooklyn
"360470571003000"	"323"	"277"	"3"	"0"	"36"	"7"	Brooklyn
"360470592003000"	"727"	"524"	"6"	"3"	"138"	"56"	Brooklyn
"360470594023000"	"321"	"223"	"0"	"0"	"89"	"9"	Brooklyn
"360470628003000"	"44"	"43"	"0"	"0"	"0"	"1"	Brooklyn
"360470764003000"	"417"	"91"	"212"	"0"	"42"	"72"	Brooklyn
"360470786003000"	"469"	"22"	"405"	"3"	"3"	"36"	Brooklyn
"360470802003000"	"706"	"55"	"603"	"2"	"5"	"41"	Brooklyn
"360470818003000"	"1023"	"27"	"892"	"2"	"17"	"85"	Brooklyn
"360470822003000"	"2144"	"125"	"1897"	"8"	"5"	"109"	Brooklyn
"360470826003000"	"135"	"9"	"117"	"0"	"0"	"9"	Brooklyn
"360470860003000"	"510"	"5"	"477"	"0"	"3"	"25"	Brooklyn
"360470862003000"	"477"	"10"	"437"	"0"	"11"	"19"	Brooklyn
"360470870003000"	"167"	"15"	"145"	"0"	"5"	"2"	Brooklyn
"360470872003000"	"272"	"5"	"259"	"0"	"2"	"6"	Brooklyn
"360470878003000"	"604"	"6"	"572"	"0"	"2"	"24"	Brooklyn
"360470884003000"	"703"	"9"	"652"	"2"	"7"	"33"	Brooklyn
"360470916003000"	"262"	"14"	"202"	"9"	"0"	"37"	Brooklyn
"360470946003000"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360471104003000"	"126"	"14"	"89"	"0"	"0"	"23"	Brooklyn
"360471156003000"	"548"	"69"	"376"	"9"	"4"	"90"	Brooklyn
"360471192003000"	"213"	"22"	"144"	"0"	"0"	"47"	Brooklyn
"360471196003000"	"481"	"42"	"154"	"0"	"212"	"73"	Brooklyn
"360470001003001"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470003013001"	"396"	"349"	"10"	"2"	"21"	"14"	Brooklyn
"360470036003001"	"574"	"457"	"33"	"0"	"47"	"37"	Brooklyn
"360470062003001"	"177"	"149"	"0"	"0"	"12"	"16"	Brooklyn
"360470074003001"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470077003001"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470080003001"	"46"	"27"	"0"	"0"	"10"	"9"	Brooklyn
"360470084003001"	"81"	"42"	"5"	"1"	"8"	"25"	Brooklyn
"360470094003001"	"831"	"184"	"25"	"10"	"498"	"114"	Brooklyn
"360470100003001"	"1088"	"242"	"26"	"3"	"467"	"350"	Brooklyn
"360470101003001"	"6"	"0"	"0"	"0"	"6"	"0"	Brooklyn
"360470108003001"	"850"	"93"	"13"	"1"	"709"	"34"	Brooklyn
"360470122003001"	"522"	"174"	"17"	"7"	"217"	"107"	Brooklyn
"360470127003001"	"933"	"181"	"532"	"8"	"14"	"198"	Brooklyn
"360470133003001"	"264"	"216"	"9"	"0"	"14"	"25"	Brooklyn
"360470138003001"	"259"	"212"	"3"	"0"	"25"	"19"	Brooklyn
"360470143003001"	"519"	"278"	"48"	"4"	"55"	"134"	Brooklyn
"360470145003001"	"319"	"206"	"36"	"1"	"5"	"71"	Brooklyn
"360470161003001"	"135"	"101"	"9"	"0"	"16"	"9"	Brooklyn
"360470167003001"	"710"	"596"	"33"	"2"	"35"	"44"	Brooklyn
"360470170003001"	"209"	"148"	"1"	"0"	"56"	"4"	Brooklyn
"360470181003001"	"195"	"111"	"61"	"0"	"10"	"13"	Brooklyn
"360470190003001"	"496"	"256"	"6"	"3"	"171"	"60"	Brooklyn
"360470191003001"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470196003001"	"228"	"81"	"6"	"0"	"122"	"19"	Brooklyn
"360470199003001"	"174"	"75"	"80"	"0"	"9"	"10"	Brooklyn
"360470210003001"	"493"	"255"	"0"	"12"	"178"	"48"	Brooklyn
"360470230003001"	"467"	"288"	"1"	"3"	"14"	"161"	Brooklyn
"360470231003001"	"538"	"157"	"318"	"8"	"16"	"39"	Brooklyn
"360470232003001"	"684"	"604"	"0"	"0"	"54"	"26"	Brooklyn
"360470273003001"	"193"	"13"	"166"	"0"	"6"	"8"	Brooklyn
"360470288003001"	"447"	"167"	"1"	"14"	"198"	"67"	Brooklyn
"360470297003001"	"320"	"31"	"275"	"0"	"3"	"11"	Brooklyn
"360470302003001"	"389"	"155"	"2"	"0"	"222"	"10"	Brooklyn
"360470304003001"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470305003001"	"826"	"509"	"183"	"8"	"60"	"66"	Brooklyn
"360470311003001"	"540"	"48"	"455"	"1"	"1"	"35"	Brooklyn
"360470315003001"	"613"	"113"	"457"	"0"	"18"	"25"	Brooklyn
"360470319003001"	"31"	"0"	"21"	"0"	"7"	"3"	Brooklyn
"360470330003001"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470333003001"	"547"	"307"	"228"	"1"	"0"	"11"	Brooklyn
"360470336003001"	"27"	"26"	"1"	"0"	"0"	"0"	Brooklyn
"360470362003001"	"101"	"31"	"1"	"0"	"40"	"29"	Brooklyn
"360470366003001"	"426"	"95"	"5"	"2"	"238"	"86"	Brooklyn
"360470375003001"	"584"	"44"	"449"	"9"	"14"	"68"	Brooklyn
"360470385003001"	"446"	"18"	"398"	"4"	"0"	"26"	Brooklyn
"360470388003001"	"282"	"229"	"0"	"8"	"21"	"24"	Brooklyn
"360470413003001"	"505"	"93"	"261"	"1"	"0"	"150"	Brooklyn
"360470415003001"	"425"	"88"	"174"	"5"	"6"	"152"	Brooklyn
"360470424003001"	"339"	"178"	"6"	"0"	"114"	"41"	Brooklyn
"360470425003001"	"2"	"1"	"1"	"0"	"0"	"0"	Brooklyn
"360470429003001"	"365"	"111"	"38"	"0"	"37"	"179"	Brooklyn
"360470434003001"	"211"	"178"	"0"	"0"	"21"	"12"	Brooklyn
"360470435003001"	"495"	"92"	"128"	"3"	"13"	"259"	Brooklyn
"360470443003001"	"765"	"285"	"54"	"8"	"43"	"375"	Brooklyn
"360470478003001"	"109"	"104"	"0"	"0"	"5"	"0"	Brooklyn
"360470482003001"	"864"	"506"	"46"	"7"	"258"	"47"	Brooklyn
"360470488003001"	"492"	"329"	"30"	"1"	"83"	"49"	Brooklyn
"360470490003001"	"610"	"338"	"27"	"1"	"106"	"138"	Brooklyn
"360470495003001"	"180"	"155"	"3"	"0"	"11"	"11"	Brooklyn
"360470519003001"	"235"	"190"	"9"	"0"	"13"	"23"	Brooklyn
"360470523003001"	"695"	"376"	"30"	"7"	"31"	"251"	Brooklyn
"360470527003001"	"183"	"79"	"17"	"0"	"0"	"87"	Brooklyn
"360470535003001"	"726"	"710"	"5"	"0"	"1"	"10"	Brooklyn
"360470560003001"	"756"	"698"	"14"	"0"	"11"	"33"	Brooklyn
"360470570003001"	"336"	"273"	"3"	"0"	"45"	"15"	Brooklyn
"360470575003001"	"302"	"289"	"3"	"0"	"5"	"5"	Brooklyn
"360470628003001"	"56"	"56"	"0"	"0"	"0"	"0"	Brooklyn
"360470760003001"	"299"	"299"	"0"	"0"	"0"	"0"	Brooklyn
"360470788003001"	"329"	"0"	"298"	"0"	"4"	"27"	Brooklyn
"360470790003001"	"652"	"19"	"598"	"0"	"3"	"32"	Brooklyn
"360470802003001"	"723"	"66"	"589"	"7"	"4"	"57"	Brooklyn
"360470856003001"	"209"	"3"	"198"	"1"	"0"	"7"	Brooklyn
"360470862003001"	"263"	"6"	"244"	"0"	"0"	"13"	Brooklyn
"360470880003001"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360471104003001"	"225"	"8"	"210"	"0"	"2"	"5"	Brooklyn
"360471128003001"	"224"	"45"	"169"	"0"	"0"	"10"	Brooklyn
"360471134003001"	"138"	"10"	"113"	"5"	"0"	"10"	Brooklyn
"360471150003001"	"161"	"15"	"103"	"2"	"0"	"41"	Brooklyn
"360471156003001"	"679"	"32"	"501"	"2"	"3"	"141"	Brooklyn
"360471164003001"	"206"	"9"	"170"	"0"	"9"	"18"	Brooklyn
"360471166003001"	"302"	"69"	"174"	"2"	"6"	"51"	Brooklyn
"360471194003001"	"319"	"39"	"204"	"5"	"0"	"71"	Brooklyn
"360470034003002"	"344"	"279"	"0"	"0"	"57"	"8"	Brooklyn
"360470084003002"	"121"	"41"	"9"	"4"	"22"	"45"	Brooklyn
"360470137003002"	"527"	"297"	"146"	"1"	"17"	"66"	Brooklyn
"360470179003002"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470190003002"	"262"	"202"	"0"	"1"	"38"	"21"	Brooklyn
"360470191003002"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470193003002"	"294"	"174"	"10"	"0"	"101"	"9"	Brooklyn
"360470197003002"	"231"	"125"	"83"	"0"	"8"	"15"	Brooklyn
"360470212003002"	"582"	"100"	"0"	"0"	"436"	"46"	Brooklyn
"360470213003002"	"707"	"119"	"514"	"1"	"17"	"56"	Brooklyn
"360470221003002"	"461"	"90"	"303"	"1"	"13"	"54"	Brooklyn
"360470228003002"	"263"	"244"	"0"	"6"	"2"	"11"	Brooklyn
"360470244003002"	"386"	"249"	"2"	"0"	"95"	"40"	Brooklyn
"360470252003002"	"169"	"70"	"0"	"0"	"99"	"0"	Brooklyn
"360470297003002"	"355"	"33"	"307"	"0"	"3"	"12"	Brooklyn
"360470304003002"	"339"	"175"	"0"	"0"	"125"	"39"	Brooklyn
"360470319003002"	"672"	"328"	"320"	"1"	"2"	"21"	Brooklyn
"360470335003002"	"228"	"151"	"72"	"0"	"0"	"5"	Brooklyn
"360470363003002"	"28"	"0"	"28"	"0"	"0"	"0"	Brooklyn
"360470370003002"	"171"	"119"	"0"	"4"	"43"	"5"	Brooklyn
"360470426003002"	"499"	"143"	"7"	"6"	"292"	"51"	Brooklyn
"360470432003002"	"278"	"132"	"5"	"0"	"135"	"6"	Brooklyn
"360470433003002"	"318"	"127"	"44"	"7"	"5"	"135"	Brooklyn
"360470440003002"	"329"	"188"	"2"	"7"	"95"	"37"	Brooklyn
"360470486003002"	"91"	"56"	"6"	"0"	"17"	"12"	Brooklyn
"360470491003002"	"377"	"108"	"138"	"2"	"8"	"121"	Brooklyn
"360470497003002"	"230"	"209"	"2"	"1"	"9"	"9"	Brooklyn
"360470498003002"	"416"	"108"	"13"	"0"	"240"	"55"	Brooklyn
"360470501003002"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470508043002"	"1523"	"343"	"503"	"15"	"135"	"527"	Brooklyn
"360470513003002"	"106"	"87"	"3"	"0"	"2"	"14"	Brooklyn
"360470519003002"	"112"	"83"	"5"	"0"	"5"	"19"	Brooklyn
"360470523003002"	"102"	"81"	"0"	"0"	"10"	"11"	Brooklyn
"360470544003002"	"141"	"50"	"0"	"0"	"78"	"13"	Brooklyn
"360470546003002"	"422"	"356"	"34"	"0"	"13"	"19"	Brooklyn
"360470573003002"	"204"	"175"	"2"	"0"	"5"	"22"	Brooklyn
"360470582003002"	"391"	"328"	"0"	"1"	"40"	"22"	Brooklyn
"360470594013002"	"364"	"267"	"4"	"1"	"74"	"18"	Brooklyn
"360470594023002"	"264"	"231"	"0"	"0"	"33"	"0"	Brooklyn
"360470736003002"	"170"	"36"	"101"	"2"	"13"	"18"	Brooklyn
"360470768003002"	"79"	"41"	"7"	"0"	"8"	"23"	Brooklyn
"360470798023002"	"594"	"47"	"497"	"6"	"10"	"34"	Brooklyn
"360470800003002"	"294"	"82"	"190"	"3"	"5"	"14"	Brooklyn
"360470866003002"	"319"	"2"	"287"	"1"	"0"	"29"	Brooklyn
"360470872003002"	"305"	"0"	"294"	"1"	"0"	"10"	Brooklyn
"360470886003002"	"169"	"0"	"139"	"0"	"0"	"30"	Brooklyn
"360470908003002"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470920003002"	"165"	"7"	"134"	"0"	"8"	"16"	Brooklyn
"360471078003002"	"198"	"6"	"188"	"0"	"2"	"2"	Brooklyn
"360471104003002"	"284"	"9"	"268"	"0"	"1"	"6"	Brooklyn
"360471124003002"	"403"	"14"	"371"	"3"	"0"	"15"	Brooklyn
"360471128003002"	"554"	"34"	"471"	"6"	"1"	"42"	Brooklyn
"360471134003002"	"456"	"16"	"381"	"6"	"0"	"53"	Brooklyn
"360471144003002"	"54"	"12"	"41"	"0"	"0"	"1"	Brooklyn
"360471158003002"	"371"	"41"	"254"	"5"	"0"	"71"	Brooklyn
"360471166003002"	"260"	"5"	"191"	"0"	"11"	"53"	Brooklyn
"360471184003002"	"153"	"22"	"35"	"1"	"66"	"29"	Brooklyn
"360471192003002"	"131"	"50"	"25"	"0"	"4"	"52"	Brooklyn
"360471194003002"	"299"	"22"	"215"	"3"	"2"	"57"	Brooklyn
"360471198003002"	"198"	"46"	"68"	"0"	"5"	"79"	Brooklyn
"360470050003003"	"343"	"307"	"3"	"0"	"13"	"20"	Brooklyn
"360470077003003"	"36"	"36"	"0"	"0"	"0"	"0"	Brooklyn
"360470119003003"	"108"	"97"	"2"	"0"	"3"	"6"	Brooklyn
"360470157003003"	"501"	"393"	"35"	"1"	"29"	"43"	Brooklyn
"360470213003003"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470222003003"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470233003003"	"253"	"49"	"182"	"4"	"1"	"17"	Brooklyn
"360470276003003"	"63"	"30"	"1"	"0"	"23"	"9"	Brooklyn
"360470281003003"	"45"	"0"	"45"	"0"	"0"	"0"	Brooklyn
"360470290003003"	"505"	"301"	"10"	"3"	"166"	"25"	Brooklyn
"360470323003003"	"162"	"0"	"155"	"0"	"0"	"7"	Brooklyn
"360470370003003"	"205"	"95"	"4"	"7"	"81"	"18"	Brooklyn
"360470394003003"	"235"	"232"	"0"	"0"	"2"	"1"	Brooklyn
"360470408003003"	"186"	"101"	"0"	"0"	"82"	"3"	Brooklyn
"360470434003003"	"397"	"237"	"4"	"0"	"136"	"20"	Brooklyn
"360470445003003"	"646"	"253"	"42"	"44"	"20"	"287"	Brooklyn
"360470460003003"	"68"	"50"	"10"	"0"	"8"	"0"	Brooklyn
"360470491003003"	"804"	"396"	"92"	"0"	"85"	"231"	Brooklyn
"360470493003003"	"159"	"105"	"2"	"0"	"3"	"49"	Brooklyn
"360470497003003"	"124"	"110"	"1"	"0"	"11"	"2"	Brooklyn
"360470503003003"	"177"	"147"	"4"	"0"	"17"	"9"	Brooklyn
"360470505003003"	"195"	"117"	"0"	"1"	"19"	"58"	Brooklyn
"360470511003003"	"321"	"202"	"14"	"0"	"19"	"86"	Brooklyn
"360470516013003"	"399"	"15"	"336"	"17"	"0"	"31"	Brooklyn
"360470527003003"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470529003003"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470552003003"	"128"	"17"	"2"	"0"	"100"	"9"	Brooklyn
"360470553003003"	"248"	"197"	"5"	"2"	"13"	"31"	Brooklyn
"360470594023003"	"241"	"203"	"4"	"0"	"31"	"3"	Brooklyn
"360470596003003"	"191"	"171"	"0"	"0"	"18"	"2"	Brooklyn
"360470608003003"	"283"	"204"	"0"	"4"	"49"	"26"	Brooklyn
"360470764003003"	"563"	"210"	"215"	"4"	"43"	"91"	Brooklyn
"360470804003003"	"113"	"5"	"91"	"0"	"0"	"17"	Brooklyn
"360470868003003"	"448"	"26"	"410"	"0"	"0"	"12"	Brooklyn
"360470886003003"	"158"	"0"	"154"	"0"	"0"	"4"	Brooklyn
"360470888003003"	"85"	"0"	"84"	"0"	"0"	"1"	Brooklyn
"360470954003003"	"369"	"23"	"330"	"0"	"1"	"15"	Brooklyn
"360471058013003"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360471104003003"	"307"	"7"	"272"	"6"	"0"	"22"	Brooklyn
"360471160003003"	"275"	"15"	"231"	"0"	"0"	"29"	Brooklyn
"360471164003003"	"318"	"30"	"240"	"10"	"0"	"38"	Brooklyn
"360471166003003"	"126"	"11"	"95"	"0"	"1"	"19"	Brooklyn
"360471188003003"	"348"	"51"	"67"	"17"	"79"	"134"	Brooklyn
"360471194003003"	"338"	"10"	"274"	"2"	"0"	"52"	Brooklyn
"360471196003003"	"233"	"19"	"104"	"4"	"78"	"28"	Brooklyn
"360471522003003"	"60"	"42"	"12"	"0"	"4"	"2"	Brooklyn
"360470085003004"	"346"	"82"	"167"	"1"	"7"	"89"	Brooklyn
"360470213003004"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470252003004"	"156"	"65"	"0"	"1"	"77"	"13"	Brooklyn
"360470264003004"	"13"	"13"	"0"	"0"	"0"	"0"	Brooklyn
"360470336003004"	"116"	"78"	"27"	"0"	"0"	"11"	Brooklyn
"360470430003004"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470439003004"	"85"	"41"	"6"	"4"	"3"	"31"	Brooklyn
"360470449003004"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470497003004"	"274"	"250"	"9"	"0"	"11"	"4"	Brooklyn
"360470527003004"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470530003004"	"239"	"219"	"4"	"0"	"12"	"4"	Brooklyn
"360470538003004"	"132"	"96"	"0"	"0"	"20"	"16"	Brooklyn
"360470591003004"	"215"	"194"	"0"	"0"	"11"	"10"	Brooklyn
"360470768003004"	"358"	"338"	"11"	"0"	"0"	"9"	Brooklyn
"360470792003004"	"122"	"13"	"87"	"0"	"2"	"20"	Brooklyn
"360470824003004"	"167"	"7"	"139"	"0"	"2"	"19"	Brooklyn
"360470826003004"	"429"	"14"	"337"	"5"	"0"	"73"	Brooklyn
"360470946003004"	"181"	"11"	"163"	"2"	"0"	"5"	Brooklyn
"360471166003004"	"155"	"13"	"120"	"0"	"0"	"22"	Brooklyn
"360471194003004"	"246"	"8"	"177"	"0"	"1"	"60"	Brooklyn
"360471196003004"	"265"	"15"	"138"	"6"	"45"	"61"	Brooklyn
"360470001003005"	"232"	"187"	"13"	"0"	"16"	"16"	Brooklyn
"360470077003005"	"193"	"165"	"3"	"0"	"9"	"16"	Brooklyn
"360470085003005"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470126003005"	"261"	"128"	"7"	"0"	"99"	"27"	Brooklyn
"360470161003005"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470362003005"	"109"	"93"	"8"	"1"	"7"	"0"	Brooklyn
"360470430003005"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470519003005"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470946003005"	"46"	"1"	"43"	"0"	"1"	"1"	Brooklyn
"360471184003005"	"393"	"134"	"45"	"18"	"31"	"165"	Brooklyn
"360471192003005"	"124"	"16"	"78"	"1"	"0"	"29"	Brooklyn
"360471196003005"	"218"	"18"	"156"	"0"	"0"	"44"	Brooklyn
"360470023003006"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470101003006"	"256"	"92"	"17"	"6"	"12"	"129"	Brooklyn
"360470304003006"	"565"	"416"	"47"	"1"	"61"	"40"	Brooklyn
"360470449003006"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470460003006"	"52"	"2"	"0"	"0"	"49"	"1"	Brooklyn
"360470696023006"	"145"	"142"	"2"	"0"	"0"	"1"	Brooklyn
"360470702013006"	"49"	"48"	"0"	"0"	"0"	"1"	Brooklyn
"360471198003006"	"82"	"20"	"33"	"0"	"3"	"26"	Brooklyn
"360471237003006"	"51"	"8"	"1"	"0"	"1"	"41"	Brooklyn
"360470077003007"	"219"	"149"	"10"	"0"	"23"	"37"	Brooklyn
"360470460003007"	"33"	"30"	"2"	"0"	"1"	"0"	Brooklyn
"360470628003007"	"55"	"50"	"0"	"0"	"5"	"0"	Brooklyn
"360470792003007"	"265"	"6"	"227"	"0"	"11"	"21"	Brooklyn
"360471198003007"	"16"	"2"	"5"	"0"	"0"	"9"	Brooklyn
"360471522003007"	"127"	"23"	"72"	"0"	"13"	"19"	Brooklyn
"360470077003008"	"102"	"62"	"8"	"4"	"2"	"26"	Brooklyn
"360470191003008"	"337"	"167"	"137"	"0"	"5"	"28"	Brooklyn
"360470336003008"	"82"	"71"	"11"	"0"	"0"	"0"	Brooklyn
"360470449003008"	"1"	"1"	"0"	"0"	"0"	"0"	Brooklyn
"360470519003008"	"240"	"182"	"8"	"0"	"15"	"35"	Brooklyn
"360471522003008"	"79"	"52"	"24"	"0"	"2"	"1"	Brooklyn
"360470336003009"	"133"	"131"	"0"	"0"	"0"	"2"	Brooklyn
"360470702013009"	"94"	"94"	"0"	"0"	"0"	"0"	Brooklyn
"360470920003009"	"45"	"1"	"37"	"0"	"5"	"2"	Brooklyn
"360471522003009"	"61"	"34"	"19"	"0"	"5"	"3"	Brooklyn
"360470015003010"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470600003010"	"69"	"43"	"0"	"0"	"26"	"0"	Brooklyn
"360470628003010"	"20"	"20"	"0"	"0"	"0"	"0"	Brooklyn
"360470077003011"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470501003011"	"90"	"81"	"3"	"0"	"1"	"5"	Brooklyn
"360470513003011"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470600003011"	"44"	"29"	"0"	"0"	"9"	"6"	Brooklyn
"360470015003012"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470021003012"	"55"	"45"	"7"	"0"	"2"	"1"	Brooklyn
"360470449003012"	"57"	"53"	"0"	"0"	"1"	"3"	Brooklyn
"360470529003012"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470077003013"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470702013013"	"34"	"34"	"0"	"0"	"0"	"0"	Brooklyn
"360470920003013"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470021003014"	"46"	"38"	"2"	"0"	"4"	"2"	Brooklyn
"360470449003014"	"13"	"13"	"0"	"0"	"0"	"0"	Brooklyn
"360470920003015"	"9"	"0"	"9"	"0"	"0"	"0"	Brooklyn
"360470628003016"	"67"	"57"	"0"	"0"	"9"	"1"	Brooklyn
"360470702013016"	"9"	"5"	"4"	"0"	"0"	"0"	Brooklyn
"360470628003019"	"17"	"17"	"0"	"0"	"0"	"0"	Brooklyn
"360470045004000"	"307"	"275"	"5"	"1"	"15"	"11"	Brooklyn
"360470065004000"	"379"	"344"	"1"	"0"	"17"	"17"	Brooklyn
"360470067004000"	"391"	"337"	"12"	"1"	"10"	"31"	Brooklyn
"360470068004000"	"706"	"381"	"10"	"8"	"121"	"186"	Brooklyn
"360470071004000"	"1509"	"315"	"816"	"13"	"91"	"274"	Brooklyn
"360470074004000"	"692"	"237"	"19"	"14"	"40"	"382"	Brooklyn
"360470077004000"	"115"	"111"	"1"	"0"	"3"	"0"	Brooklyn
"360470078004000"	"658"	"231"	"62"	"8"	"23"	"334"	Brooklyn
"360470098004000"	"811"	"208"	"32"	"9"	"208"	"354"	Brooklyn
"360470112004000"	"1131"	"538"	"72"	"12"	"129"	"380"	Brooklyn
"360470136004000"	"526"	"401"	"12"	"3"	"40"	"70"	Brooklyn
"360470151004000"	"333"	"297"	"7"	"0"	"14"	"15"	Brooklyn
"360470153004000"	"375"	"314"	"17"	"0"	"16"	"28"	Brooklyn
"360470167004000"	"505"	"413"	"27"	"5"	"35"	"25"	Brooklyn
"360470169004000"	"679"	"372"	"44"	"10"	"52"	"201"	Brooklyn
"360470227004000"	"217"	"35"	"163"	"1"	"2"	"16"	Brooklyn
"360470245004000"	"332"	"23"	"251"	"1"	"25"	"32"	Brooklyn
"360470265004000"	"554"	"25"	"470"	"0"	"19"	"40"	Brooklyn
"360470267004000"	"483"	"44"	"413"	"1"	"7"	"18"	Brooklyn
"360470268004000"	"530"	"328"	"3"	"0"	"142"	"57"	Brooklyn
"360470275004000"	"556"	"26"	"467"	"6"	"29"	"28"	Brooklyn
"360470289004000"	"668"	"104"	"377"	"7"	"19"	"161"	Brooklyn
"360470295004000"	"405"	"23"	"353"	"0"	"4"	"25"	Brooklyn
"360470342004000"	"745"	"400"	"268"	"0"	"15"	"62"	Brooklyn
"360470363004000"	"227"	"0"	"209"	"0"	"0"	"18"	Brooklyn
"360470374024000"	"330"	"202"	"2"	"0"	"106"	"20"	Brooklyn
"360470385004000"	"320"	"18"	"279"	"0"	"5"	"18"	Brooklyn
"360470427004000"	"15"	"13"	"2"	"0"	"0"	"0"	Brooklyn
"360470431004000"	"821"	"284"	"60"	"11"	"27"	"439"	Brooklyn
"360470482004000"	"1156"	"815"	"78"	"6"	"145"	"112"	Brooklyn
"360470494004000"	"489"	"298"	"49"	"1"	"114"	"27"	Brooklyn
"360470523004000"	"273"	"178"	"15"	"0"	"6"	"74"	Brooklyn
"360470533004000"	"880"	"858"	"6"	"1"	"2"	"13"	Brooklyn
"360470545004000"	"573"	"569"	"4"	"0"	"0"	"0"	Brooklyn
"360470551004000"	"844"	"444"	"63"	"8"	"14"	"315"	Brooklyn
"360470575004000"	"245"	"231"	"1"	"2"	"5"	"6"	Brooklyn
"360470600004000"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470628004000"	"24"	"20"	"0"	"0"	"4"	"0"	Brooklyn
"360470902004000"	"310"	"15"	"273"	"0"	"12"	"10"	Brooklyn
"360470003014001"	"0"	"0"	"0"	"0"	"0"	"0"	Brooklyn
"360470075004001"	"383"	"354"	"0"	"0"	"13"	"16"	Brooklyn
"360470077004001"	"264"	"249"	"1"	"0"	"7"	"7"	Brooklyn
