BLKID	POPN_TOTAL	POPN_WHITE	POPN_BLACK	POPN_NATIV	POPN_ASIAN	POPN_OTHER	BORONAME
"360811157002003"	"358"	"53"	"5"	"0"	"274"	"26"	Queens
"360811171002003"	"98"	"47"	"0"	"0"	"50"	"1"	Queens
"360811257002003"	"129"	"30"	"12"	"0"	"73"	"14"	Queens
"360811399002003"	"128"	"66"	"1"	"0"	"50"	"11"	Queens
"360811435002003"	"80"	"52"	"3"	"0"	"25"	"0"	Queens
"360811447002003"	"192"	"74"	"4"	"0"	"114"	"0"	Queens
"360811529022003"	"30"	"8"	"0"	"0"	"16"	"6"	Queens
"360811579032003"	"96"	"41"	"0"	"0"	"40"	"15"	Queens
"360810006002004"	"88"	"37"	"12"	"0"	"14"	"25"	Queens
"360810010002004"	"417"	"213"	"27"	"6"	"43"	"128"	Queens
"360810031002004"	"49"	"42"	"1"	"0"	"2"	"4"	Queens
"360810033002004"	"10"	"5"	"0"	"0"	"1"	"4"	Queens
"360810038002004"	"236"	"70"	"31"	"6"	"20"	"109"	Queens
"360810062012004"	"328"	"307"	"6"	"0"	"2"	"13"	Queens
"360810062022004"	"114"	"75"	"9"	"0"	"12"	"18"	Queens
"360810083002004"	"430"	"148"	"131"	"2"	"13"	"136"	Queens
"360810095002004"	"61"	"58"	"2"	"0"	"0"	"1"	Queens
"360810101002004"	"92"	"71"	"2"	"0"	"5"	"14"	Queens
"360810108002004"	"356"	"21"	"70"	"9"	"141"	"115"	Queens
"360810116002004"	"344"	"103"	"38"	"2"	"72"	"129"	Queens
"360810120002004"	"165"	"29"	"8"	"0"	"65"	"63"	Queens
"360810140002004"	"617"	"438"	"49"	"2"	"60"	"68"	Queens
"360810141002004"	"5"	"5"	"0"	"0"	"0"	"0"	Queens
"360810154002004"	"345"	"43"	"69"	"1"	"151"	"81"	Queens
"360810164002004"	"456"	"38"	"49"	"16"	"162"	"191"	Queens
"360810184022004"	"172"	"11"	"126"	"2"	"9"	"24"	Queens
"360810198002004"	"125"	"19"	"79"	"0"	"0"	"27"	Queens
"360810199002004"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810230002004"	"198"	"80"	"8"	"0"	"67"	"43"	Queens
"360810235002004"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810240002004"	"204"	"38"	"116"	"10"	"9"	"31"	Queens
"360810243002004"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810253022004"	"39"	"25"	"0"	"0"	"8"	"6"	Queens
"360810317002004"	"221"	"191"	"4"	"0"	"8"	"18"	Queens
"360810320002004"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810330002004"	"75"	"0"	"74"	"0"	"1"	"0"	Queens
"360810357002004"	"206"	"20"	"87"	"0"	"31"	"68"	Queens
"360810361002004"	"307"	"109"	"56"	"0"	"13"	"129"	Queens
"360810365002004"	"474"	"142"	"80"	"8"	"6"	"238"	Queens
"360810367002004"	"5"	"0"	"0"	"0"	"0"	"5"	Queens
"360810377002004"	"441"	"125"	"58"	"23"	"9"	"226"	Queens
"360810381002004"	"620"	"147"	"16"	"18"	"69"	"370"	Queens
"360810394002004"	"174"	"1"	"138"	"1"	"2"	"32"	Queens
"360810398002004"	"173"	"1"	"157"	"1"	"1"	"13"	Queens
"360810411002004"	"217"	"81"	"10"	"0"	"45"	"81"	Queens
"360810437012004"	"189"	"153"	"30"	"0"	"0"	"6"	Queens
"360810440002004"	"134"	"4"	"98"	"0"	"23"	"9"	Queens
"360810443012004"	"362"	"129"	"30"	"0"	"21"	"182"	Queens
"360810462002004"	"372"	"19"	"68"	"4"	"169"	"112"	Queens
"360810465002004"	"284"	"62"	"3"	"16"	"78"	"125"	Queens
"360810483002004"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810510002004"	"51"	"0"	"46"	"0"	"0"	"5"	Queens
"360810036002005"	"251"	"100"	"49"	"1"	"42"	"59"	Queens
"360810051002005"	"8"	"0"	"0"	"0"	"2"	"6"	Queens
"360810088002005"	"87"	"59"	"5"	"0"	"12"	"11"	Queens
"360810101002005"	"179"	"128"	"5"	"1"	"40"	"5"	Queens
"360810104002005"	"197"	"39"	"27"	"12"	"50"	"69"	Queens
"360810123012005"	"41"	"34"	"3"	"0"	"1"	"3"	Queens
"360810125002005"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810140002005"	"273"	"167"	"15"	"2"	"64"	"25"	Queens
"360810142022005"	"79"	"29"	"25"	"0"	"0"	"25"	Queens
"360810152002005"	"307"	"36"	"76"	"4"	"74"	"117"	Queens
"360810158012005"	"246"	"19"	"102"	"7"	"32"	"86"	Queens
"360810164002005"	"345"	"53"	"63"	"10"	"101"	"118"	Queens
"360810169002005"	"30"	"26"	"0"	"0"	"4"	"0"	Queens
"360810174002005"	"198"	"17"	"77"	"1"	"46"	"57"	Queens
"360810179002005"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810184022005"	"119"	"0"	"105"	"0"	"4"	"10"	Queens
"360810196002005"	"51"	"0"	"36"	"0"	"8"	"7"	Queens
"360810199002005"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810284002005"	"169"	"2"	"145"	"0"	"5"	"17"	Queens
"360810294002005"	"161"	"5"	"146"	"2"	"4"	"4"	Queens
"360810295002005"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810306002005"	"86"	"2"	"74"	"0"	"0"	"10"	Queens
"360810330002005"	"69"	"0"	"66"	"0"	"2"	"1"	Queens
"360810334012005"	"60"	"5"	"52"	"0"	"0"	"3"	Queens
"360810352002005"	"79"	"0"	"79"	"0"	"0"	"0"	Queens
"360810357002005"	"208"	"51"	"76"	"0"	"10"	"71"	Queens
"360810366002005"	"52"	"0"	"52"	"0"	"0"	"0"	Queens
"360810367002005"	"5"	"0"	"0"	"0"	"5"	"0"	Queens
"360810539002004"	"344"	"158"	"12"	"6"	"32"	"136"	Queens
"360810542002004"	"186"	"52"	"40"	"0"	"48"	"46"	Queens
"360810566002004"	"144"	"41"	"55"	"0"	"33"	"15"	Queens
"360810589002004"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810594002004"	"111"	"0"	"108"	"0"	"1"	"2"	Queens
"360810612002004"	"91"	"2"	"87"	"0"	"0"	"2"	Queens
"360810613012004"	"115"	"83"	"3"	"0"	"3"	"26"	Queens
"360810623002004"	"135"	"103"	"1"	"0"	"0"	"31"	Queens
"360810633022004"	"269"	"221"	"2"	"0"	"11"	"35"	Queens
"360810654002004"	"95"	"2"	"74"	"0"	"0"	"19"	Queens
"360810667012004"	"166"	"162"	"1"	"0"	"0"	"3"	Queens
"360810677002004"	"193"	"169"	"0"	"0"	"12"	"12"	Queens
"360810690002004"	"160"	"4"	"143"	"3"	"1"	"9"	Queens
"360810747002004"	"19"	"15"	"0"	"0"	"3"	"1"	Queens
"360810779082004"	"324"	"132"	"63"	"3"	"66"	"60"	Queens
"360810792002004"	"231"	"7"	"130"	"15"	"23"	"56"	Queens
"360810837002004"	"168"	"34"	"0"	"0"	"134"	"0"	Queens
"360810864002004"	"49"	"19"	"8"	"1"	"5"	"16"	Queens
"360810925002004"	"159"	"64"	"3"	"0"	"35"	"57"	Queens
"360810942022004"	"59"	"16"	"26"	"6"	"0"	"11"	Queens
"360810987002004"	"142"	"120"	"1"	"0"	"14"	"7"	Queens
"360810997012004"	"38"	"31"	"0"	"0"	"7"	"0"	Queens
"360811047002004"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360811085002004"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360811129002004"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360811133002004"	"75"	"67"	"0"	"0"	"8"	"0"	Queens
"360811147002004"	"30"	"18"	"0"	"0"	"11"	"1"	Queens
"360811159002004"	"331"	"98"	"3"	"5"	"175"	"50"	Queens
"360811181002004"	"112"	"66"	"5"	"0"	"40"	"1"	Queens
"360811207002004"	"91"	"31"	"0"	"0"	"56"	"4"	Queens
"360811227022004"	"3"	"3"	"0"	"0"	"0"	"0"	Queens
"360811257002004"	"142"	"25"	"27"	"0"	"77"	"13"	Queens
"360811265002004"	"277"	"71"	"44"	"2"	"93"	"67"	Queens
"360811267002004"	"50"	"36"	"3"	"0"	"10"	"1"	Queens
"360811277002004"	"55"	"38"	"4"	"0"	"13"	"0"	Queens
"360811367002004"	"127"	"52"	"0"	"0"	"75"	"0"	Queens
"360811459002004"	"97"	"61"	"3"	"0"	"33"	"0"	Queens
"360811463002004"	"93"	"35"	"0"	"0"	"40"	"18"	Queens
"360811479002004"	"167"	"129"	"3"	"0"	"28"	"7"	Queens
"360811529012004"	"310"	"89"	"0"	"0"	"219"	"2"	Queens
"360811617002004"	"65"	"47"	"4"	"0"	"14"	"0"	Queens
"360810002002005"	"300"	"78"	"22"	"10"	"99"	"91"	Queens
"360810004002005"	"255"	"63"	"50"	"0"	"64"	"78"	Queens
"360810400002005"	"25"	"0"	"19"	"0"	"4"	"2"	Queens
"360810427002005"	"427"	"172"	"12"	"0"	"93"	"150"	Queens
"360810444002005"	"49"	"10"	"8"	"0"	"2"	"29"	Queens
"360810478002005"	"28"	"7"	"9"	"1"	"8"	"3"	Queens
"360810480002005"	"93"	"10"	"22"	"0"	"31"	"30"	Queens
"360810484002005"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810492002005"	"154"	"18"	"50"	"0"	"64"	"22"	Queens
"360810499002005"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810500002005"	"54"	"0"	"28"	"0"	"9"	"17"	Queens
"360810513002005"	"75"	"47"	"0"	"0"	"22"	"6"	Queens
"360810516002005"	"232"	"4"	"207"	"3"	"0"	"18"	Queens
"360810539002005"	"327"	"197"	"13"	"3"	"17"	"97"	Queens
"360810540002005"	"142"	"9"	"111"	"0"	"0"	"22"	Queens
"360810554002005"	"126"	"42"	"7"	"0"	"57"	"20"	Queens
"360810555002005"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810560002005"	"99"	"23"	"8"	"0"	"27"	"41"	Queens
"360810566002005"	"129"	"31"	"27"	"1"	"19"	"51"	Queens
"360810580002005"	"117"	"0"	"89"	"0"	"20"	"8"	Queens
"360810582002005"	"113"	"0"	"98"	"0"	"7"	"8"	Queens
"360810589002005"	"32"	"24"	"0"	"0"	"0"	"8"	Queens
"360810594002005"	"84"	"0"	"82"	"0"	"0"	"2"	Queens
"360810606002005"	"96"	"2"	"94"	"0"	"0"	"0"	Queens
"360810612002005"	"94"	"3"	"89"	"0"	"0"	"2"	Queens
"360810625002005"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810637002005"	"123"	"104"	"0"	"0"	"6"	"13"	Queens
"360810638002005"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810650002005"	"110"	"0"	"94"	"0"	"4"	"12"	Queens
"360810659002005"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810663002005"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810723002005"	"93"	"49"	"0"	"0"	"39"	"5"	Queens
"360810729002005"	"71"	"38"	"0"	"0"	"19"	"14"	Queens
"360810731002005"	"148"	"101"	"4"	"0"	"38"	"5"	Queens
"360810788002005"	"85"	"2"	"69"	"0"	"4"	"10"	Queens
"360810814002005"	"156"	"15"	"72"	"0"	"18"	"51"	Queens
"360810840002005"	"202"	"41"	"13"	"6"	"55"	"87"	Queens
"360810846012005"	"159"	"64"	"23"	"0"	"20"	"52"	Queens
"360810939002005"	"153"	"83"	"5"	"1"	"24"	"40"	Queens
"360810954002005"	"148"	"14"	"106"	"0"	"5"	"23"	Queens
"360811008012005"	"169"	"29"	"121"	"0"	"0"	"19"	Queens
"360811047002005"	"130"	"48"	"0"	"0"	"82"	"0"	Queens
"360811059002005"	"89"	"75"	"0"	"0"	"8"	"6"	Queens
"360811099002005"	"128"	"96"	"0"	"0"	"28"	"4"	Queens
"360811113002005"	"73"	"26"	"0"	"0"	"45"	"2"	Queens
"360811157002005"	"139"	"24"	"0"	"0"	"96"	"19"	Queens
"360811181002005"	"68"	"41"	"0"	"0"	"24"	"3"	Queens
"360811215002005"	"214"	"20"	"0"	"0"	"189"	"5"	Queens
"360811247002005"	"21"	"18"	"0"	"0"	"3"	"0"	Queens
"360811291042005"	"315"	"222"	"34"	"0"	"42"	"17"	Queens
"360811347002005"	"160"	"91"	"2"	"0"	"65"	"2"	Queens
"360811417002005"	"144"	"66"	"0"	"0"	"66"	"12"	Queens
"360811429002005"	"136"	"76"	"0"	"0"	"57"	"3"	Queens
"360811451022005"	"93"	"43"	"2"	"0"	"38"	"10"	Queens
"360811463002005"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360811507022005"	"43"	"33"	"0"	"0"	"10"	"0"	Queens
"360810031002006"	"4"	"1"	"0"	"0"	"0"	"3"	Queens
"360810040012006"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810051002006"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810058002006"	"145"	"69"	"12"	"0"	"17"	"47"	Queens
"360810083002006"	"16"	"4"	"6"	"0"	"0"	"6"	Queens
"360810102002006"	"118"	"12"	"22"	"0"	"42"	"42"	Queens
"360810111002006"	"147"	"133"	"2"	"0"	"3"	"9"	Queens
"360810125002006"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810138002006"	"318"	"75"	"26"	"1"	"135"	"81"	Queens
"360810178002006"	"228"	"12"	"116"	"4"	"48"	"48"	Queens
"360810182002006"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810194002006"	"109"	"0"	"85"	"3"	"6"	"15"	Queens
"360810196002006"	"57"	"0"	"40"	"0"	"4"	"13"	Queens
"360810208002006"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810220012006"	"400"	"202"	"57"	"4"	"77"	"60"	Queens
"360810264002006"	"117"	"1"	"109"	"1"	"1"	"5"	Queens
"360810267002006"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810297002006"	"312"	"98"	"6"	"0"	"152"	"56"	Queens
"360810309022006"	"181"	"59"	"5"	"1"	"85"	"31"	Queens
"360810328002006"	"143"	"0"	"139"	"0"	"4"	"0"	Queens
"360810334012006"	"145"	"6"	"124"	"0"	"0"	"15"	Queens
"360810352002006"	"177"	"2"	"166"	"0"	"0"	"9"	Queens
"360810367002006"	"446"	"77"	"205"	"0"	"19"	"0"	Queens
"360810368002006"	"41"	"4"	"36"	"0"	"0"	"1"	Queens
"360810375002006"	"50"	"23"	"0"	"0"	"0"	"27"	Queens
"360810437012006"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810629002006"	"100"	"70"	"5"	"0"	"7"	"18"	Queens
"360810671002006"	"182"	"162"	"0"	"0"	"19"	"1"	Queens
"360810680002006"	"130"	"4"	"111"	"1"	"0"	"14"	Queens
"360810719002006"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810747002006"	"55"	"46"	"1"	"0"	"8"	"0"	Queens
"360810792002006"	"109"	"0"	"79"	"3"	"11"	"16"	Queens
"360810838002006"	"158"	"37"	"42"	"0"	"37"	"42"	Queens
"360810846012006"	"132"	"34"	"14"	"0"	"36"	"48"	Queens
"360810934012006"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810954002006"	"185"	"43"	"93"	"2"	"12"	"35"	Queens
"360810973002006"	"134"	"99"	"3"	"0"	"25"	"7"	Queens
"360811033002006"	"148"	"114"	"0"	"0"	"34"	"0"	Queens
"360811099002006"	"150"	"94"	"2"	"0"	"51"	"3"	Queens
"360811123002006"	"78"	"51"	"0"	"0"	"11"	"16"	Queens
"360811159002006"	"121"	"29"	"0"	"0"	"71"	"21"	Queens
"360811171002006"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360811215002006"	"89"	"6"	"0"	"0"	"81"	"2"	Queens
"360811241002006"	"97"	"23"	"3"	"0"	"61"	"10"	Queens
"360811277002006"	"47"	"29"	"0"	"0"	"14"	"4"	Queens
"360811291042006"	"192"	"150"	"8"	"0"	"23"	"11"	Queens
"360811333002006"	"78"	"27"	"0"	"0"	"51"	"0"	Queens
"360811399002006"	"71"	"47"	"0"	"0"	"20"	"4"	Queens
"360811409022006"	"97"	"37"	"0"	"0"	"57"	"3"	Queens
"360811435002006"	"68"	"38"	"0"	"0"	"30"	"0"	Queens
"360811483002006"	"33"	"30"	"0"	"0"	"3"	"0"	Queens
"360811579012006"	"90"	"44"	"10"	"1"	"31"	"4"	Queens
"360811579022006"	"116"	"31"	"0"	"0"	"72"	"13"	Queens
"360811621002006"	"278"	"62"	"36"	"2"	"141"	"37"	Queens
"360810031002007"	"48"	"31"	"1"	"0"	"1"	"15"	Queens
"360810062012007"	"282"	"248"	"13"	"0"	"0"	"21"	Queens
"360810086002007"	"49"	"31"	"0"	"0"	"2"	"16"	Queens
"360810095002007"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810123012007"	"156"	"132"	"0"	"2"	"18"	"4"	Queens
"360810158012007"	"156"	"7"	"84"	"4"	"26"	"35"	Queens
"360810199002007"	"123"	"31"	"3"	"0"	"33"	"56"	Queens
"360810214002007"	"299"	"86"	"13"	"0"	"126"	"74"	Queens
"360810220012007"	"226"	"103"	"69"	"0"	"32"	"22"	Queens
"360810288002007"	"106"	"0"	"77"	"0"	"12"	"17"	Queens
"360810352002007"	"67"	"0"	"66"	"0"	"0"	"1"	Queens
"360810366002007"	"84"	"9"	"70"	"0"	"0"	"5"	Queens
"360810405002007"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810437012007"	"482"	"216"	"24"	"7"	"99"	"136"	Queens
"360810476002007"	"18"	"13"	"0"	"0"	"0"	"5"	Queens
"360810480002007"	"21"	"5"	"1"	"0"	"12"	"3"	Queens
"360810483002007"	"169"	"17"	"5"	"0"	"120"	"27"	Queens
"360810513002007"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810516002007"	"159"	"3"	"145"	"0"	"0"	"11"	Queens
"360810521002007"	"33"	"33"	"0"	"0"	"0"	"0"	Queens
"360810525002007"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810534012007"	"129"	"0"	"126"	"0"	"0"	"3"	Queens
"360810542002007"	"150"	"27"	"21"	"0"	"44"	"58"	Queens
"360810552002007"	"167"	"41"	"19"	"0"	"55"	"52"	Queens
"360810566002007"	"117"	"21"	"27"	"3"	"32"	"34"	Queens
"360810568002007"	"70"	"13"	"46"	"0"	"0"	"11"	Queens
"360810580002007"	"75"	"3"	"63"	"0"	"3"	"6"	Queens
"360810618002007"	"61"	"1"	"55"	"0"	"3"	"2"	Queens
"360810626002007"	"81"	"6"	"63"	"0"	"0"	"12"	Queens
"360810629002007"	"102"	"71"	"0"	"0"	"11"	"20"	Queens
"360810645002007"	"40"	"31"	"0"	"0"	"9"	"0"	Queens
"360810660002007"	"115"	"22"	"75"	"0"	"0"	"18"	Queens
"360810697022007"	"110"	"68"	"0"	"0"	"32"	"10"	Queens
"360810757022007"	"41"	"25"	"3"	"0"	"13"	"0"	Queens
"360810775002007"	"120"	"112"	"3"	"0"	"2"	"3"	Queens
"360810837002007"	"154"	"55"	"0"	"0"	"84"	"15"	Queens
"360810861002007"	"376"	"87"	"3"	"0"	"228"	"58"	Queens
"360810871002007"	"207"	"51"	"4"	"1"	"118"	"33"	Queens
"360810884002007"	"115"	"113"	"1"	"0"	"0"	"1"	Queens
"360810922002007"	"91"	"91"	"0"	"0"	"0"	"0"	Queens
"360810945002007"	"65"	"44"	"0"	"0"	"12"	"9"	Queens
"360810972042007"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810997012007"	"58"	"32"	"0"	"0"	"23"	"3"	Queens
"360811029002007"	"115"	"106"	"0"	"0"	"4"	"5"	Queens
"360811059002007"	"32"	"12"	"0"	"0"	"20"	"0"	Queens
"360811133002007"	"131"	"88"	"0"	"0"	"43"	"0"	Queens
"360811139002007"	"164"	"46"	"0"	"0"	"87"	"31"	Queens
"360811159002007"	"100"	"8"	"0"	"0"	"90"	"2"	Queens
"360811207002007"	"121"	"47"	"3"	"0"	"54"	"17"	Queens
"360811227012007"	"208"	"41"	"7"	"5"	"115"	"40"	Queens
"360811409022007"	"93"	"33"	"0"	"0"	"60"	"0"	Queens
"360811463002007"	"28"	"18"	"2"	"0"	"8"	"0"	Queens
"360811471002007"	"151"	"94"	"0"	"0"	"53"	"4"	Queens
"360811483002007"	"45"	"27"	"0"	"0"	"18"	"0"	Queens
"360811529012007"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360811579012007"	"94"	"33"	"0"	"0"	"51"	"10"	Queens
"360811621002007"	"206"	"87"	"23"	"0"	"69"	"27"	Queens
"360810493022008"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810496002008"	"207"	"25"	"57"	"18"	"51"	"56"	Queens
"360810500002008"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810516002008"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810542002008"	"168"	"20"	"31"	"6"	"58"	"53"	Queens
"360810552002008"	"99"	"20"	"47"	"0"	"6"	"26"	Queens
"360810557002008"	"130"	"39"	"11"	"3"	"8"	"69"	Queens
"360810560002008"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810618002008"	"116"	"6"	"103"	"0"	"1"	"6"	Queens
"360810632002008"	"126"	"2"	"115"	"0"	"0"	"9"	Queens
"360810654002008"	"81"	"2"	"76"	"0"	"3"	"0"	Queens
"360810663002008"	"99"	"98"	"1"	"0"	"0"	"0"	Queens
"360810682002008"	"14"	"0"	"14"	"0"	"0"	"0"	Queens
"360810703002008"	"21"	"8"	"0"	"0"	"6"	"7"	Queens
"360810723002008"	"86"	"55"	"0"	"0"	"31"	"0"	Queens
"360810749002008"	"10"	"8"	"0"	"0"	"0"	"2"	Queens
"360810632002010"	"112"	"0"	"110"	"0"	"2"	"0"	Queens
"360810638002010"	"55"	"16"	"37"	"1"	"1"	"0"	Queens
"360810659002010"	"129"	"127"	"0"	"0"	"0"	"2"	Queens
"360810660002010"	"99"	"3"	"94"	"0"	"0"	"2"	Queens
"360810680002010"	"127"	"1"	"111"	"1"	"1"	"13"	Queens
"360810682002010"	"26"	"0"	"25"	"0"	"0"	"1"	Queens
"360810737002010"	"117"	"104"	"1"	"0"	"5"	"7"	Queens
"360810922002010"	"7"	"6"	"1"	"0"	"0"	"0"	Queens
"360810928002010"	"69"	"62"	"0"	"0"	"6"	"1"	Queens
"360810947002010"	"161"	"84"	"0"	"0"	"48"	"29"	Queens
"360810997012010"	"43"	"25"	"0"	"0"	"17"	"1"	Queens
"360811039002010"	"115"	"89"	"0"	"0"	"22"	"4"	Queens
"360811047002010"	"98"	"56"	"0"	"0"	"37"	"5"	Queens
"360810837002008"	"154"	"20"	"3"	"0"	"128"	"3"	Queens
"360810846012008"	"123"	"52"	"21"	"0"	"22"	"28"	Queens
"360810916012008"	"31"	"31"	"0"	"0"	"0"	"0"	Queens
"360810928002008"	"92"	"86"	"0"	"0"	"6"	"0"	Queens
"360810987002008"	"161"	"152"	"0"	"0"	"3"	"6"	Queens
"360811008022008"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360811029002008"	"16"	"5"	"0"	"0"	"11"	"0"	Queens
"360811059002008"	"66"	"57"	"0"	"0"	"9"	"0"	Queens
"360811093002008"	"62"	"39"	"0"	"0"	"22"	"1"	Queens
"360811123002008"	"19"	"9"	"6"	"0"	"4"	"0"	Queens
"360811129002008"	"79"	"74"	"0"	"0"	"5"	"0"	Queens
"360811133002008"	"96"	"74"	"0"	"0"	"16"	"6"	Queens
"360811141002008"	"99"	"75"	"0"	"0"	"23"	"1"	Queens
"360811147002008"	"119"	"55"	"0"	"0"	"59"	"5"	Queens
"360811223002008"	"94"	"72"	"1"	"0"	"10"	"11"	Queens
"360811291022008"	"80"	"52"	"9"	"0"	"19"	"0"	Queens
"360811409022008"	"88"	"40"	"0"	"1"	"45"	"2"	Queens
"360811417002008"	"120"	"25"	"0"	"0"	"87"	"8"	Queens
"360811479002008"	"24"	"21"	"0"	"0"	"3"	"0"	Queens
"360811507022008"	"80"	"20"	"2"	"0"	"58"	"0"	Queens
"360811571022008"	"150"	"53"	"6"	"2"	"83"	"6"	Queens
"360811579022008"	"63"	"25"	"3"	"0"	"28"	"7"	Queens
"360810044012009"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810058002009"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810083002009"	"51"	"42"	"7"	"0"	"2"	"0"	Queens
"360810088002009"	"37"	"24"	"0"	"0"	"4"	"9"	Queens
"360810095002009"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810168002009"	"56"	"16"	"9"	"5"	"7"	"19"	Queens
"360810194002009"	"208"	"4"	"168"	"5"	"12"	"19"	Queens
"360810199002009"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810208002009"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810284002009"	"134"	"0"	"130"	"0"	"0"	"4"	Queens
"360810288002009"	"107"	"0"	"102"	"0"	"0"	"5"	Queens
"360810295002009"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810352002009"	"7"	"0"	"7"	"0"	"0"	"0"	Queens
"360810475002009"	"236"	"40"	"1"	"1"	"168"	"26"	Queens
"360810560002009"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810568002009"	"92"	"2"	"68"	"0"	"13"	"9"	Queens
"360810616022009"	"15"	"2"	"13"	"0"	"0"	"0"	Queens
"360810622002009"	"95"	"0"	"88"	"0"	"0"	"7"	Queens
"360810646002009"	"101"	"3"	"98"	"0"	"0"	"0"	Queens
"360810654002009"	"109"	"7"	"99"	"0"	"3"	"0"	Queens
"360810656002009"	"125"	"14"	"108"	"0"	"0"	"3"	Queens
"360810660002009"	"102"	"3"	"90"	"1"	"2"	"6"	Queens
"360810664002009"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810779062009"	"249"	"208"	"7"	"0"	"13"	"21"	Queens
"360810790002009"	"217"	"7"	"172"	"1"	"13"	"24"	Queens
"360810792002009"	"145"	"7"	"96"	"0"	"14"	"28"	Queens
"360810803022009"	"114"	"74"	"0"	"0"	"36"	"4"	Queens
"360810945002009"	"88"	"52"	"0"	"0"	"24"	"12"	Queens
"360811032022009"	"136"	"134"	"0"	"0"	"0"	"2"	Queens
"360811133002009"	"45"	"37"	"0"	"0"	"4"	"4"	Queens
"360811139002009"	"203"	"77"	"0"	"0"	"117"	"9"	Queens
"360811147002009"	"130"	"81"	"0"	"0"	"48"	"1"	Queens
"360811399002009"	"83"	"33"	"0"	"0"	"45"	"5"	Queens
"360810472002013"	"123"	"18"	"32"	"0"	"69"	"4"	Queens
"360810493022013"	"137"	"112"	"2"	"0"	"10"	"13"	Queens
"360810568002013"	"43"	"6"	"17"	"0"	"14"	"6"	Queens
"360810622002013"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810869002013"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360810916012013"	"36"	"36"	"0"	"0"	"0"	"0"	Queens
"360810945002013"	"90"	"58"	"1"	"0"	"31"	"0"	Queens
"360810992002013"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360811032022013"	"13"	"13"	"0"	"0"	"0"	"0"	Queens
"360811451022013"	"114"	"35"	"8"	"0"	"63"	"8"	Queens
"360811507012013"	"109"	"102"	"0"	"0"	"6"	"1"	Queens
"360810132002014"	"87"	"46"	"14"	"1"	"12"	"14"	Queens
"360811403002010"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360811435002010"	"0"	"0"	"0"	"0"	"0"	"0"	Queens
"360811447002010"	"133"	"29"	"0"	"0"	"99"	"5"	Queens
