INCIDENT_D	BORONAME	NUM_VICTIM	PRIMARY_MO	ID	WEAPON	LIGHT_DARK	YEAR
2004/09/05	Queens	"1"	ROBBERY/BURGLARY	"1325"	gun		"2004"
2004/09/05	Brooklyn	"1"	DOMESTIC	"1326"	gun		"2004"
2004/09/06	Brooklyn	"1"	GANG	"1327"	knife		"2004"
2004/09/06	Brooklyn	"1"	REVENGE	"1328"	gun		"2004"
2004/09/06	Brooklyn	"1"	DISPUTE	"1329"	knife		"2004"
2004/09/06	Brooklyn	"1"	RANDOM	"1330"	gun		"2004"
2004/09/07	Queens	"1"	DOMESTIC	"1331"	knife		"2004"
2004/09/09	Queens	"1"	OTHER	"1332"	gun		"2004"
2004/09/09	Brooklyn	"1"	DRUGS	"1333"	knife		"2004"
2004/09/11	Brooklyn	"1"	DRUGS	"1335"	gun		"2004"
2004/09/12	Brooklyn	"1"	OTHER	"1336"	gun		"2004"
2004/09/10	Brooklyn	"2"	MOS KILLED LOD	"1337"	gun		"2004"
2004/09/12	Brooklyn	"1"	DRUGS	"1339"	gun		"2004"
2004/09/15	Queens	"1"	DOMESTIC	"1340"	knife		"2004"
2004/09/16	Brooklyn	"1"	DISPUTE	"1341"	gun		"2004"
2004/09/16	Manhattan	"1"	DISPUTE	"1342"	gun		"2004"
2004/09/16	Manhattan	"1"	DOMESTIC	"1343"	knife		"2004"
2004/09/19	Manhattan	"1"	DOMESTIC	"1345"	blunt_instrument		"2004"
2004/09/19	Queens	"1"	DISPUTE	"1346"	gun		"2004"
2004/09/19	Manhattan	"1"	DISPUTE	"1347"	gun		"2004"
2004/09/18	Brooklyn	"1"	ROBBERY/BURGLARY	"1348"	gun		"2004"
2004/09/19	Brooklyn	"2"	DISPUTE	"1349"	gun		"2004"
2004/09/20	Brooklyn	"1"	DOMESTIC	"1350"	knife		"2004"
2004/09/21	Manhattan	"1"	DRUGS	"1351"	gun		"2004"
2004/09/22	Brooklyn	"1"	DRUGS	"1352"	gun		"2004"
2004/09/23	Brooklyn	"1"	DRUGS	"1353"	gun		"2004"
2004/09/25	Manhattan	"1"	ROBBERY/BURGLARY	"1355"	knife		"2004"
2004/09/25	Brooklyn	"1"	DISPUTE	"1356"	gun		"2004"
2004/09/25	Brooklyn	"1"	DRUGS	"1357"	gun		"2004"
2004/09/25	Brooklyn	"1"	DOMESTIC	"1358"	gun		"2004"
2004/09/26	Brooklyn	"1"	DISPUTE	"1359"	gun		"2004"
2004/09/26	Staten Island	"1"	DRUGS	"1360"	blunt_instrument		"2004"
2004/09/24	Brooklyn	"1"	DISPUTE	"1362"	blunt_instrument		"2004"
2004/09/26	Manhattan	"1"	ROBBERY/BURGLARY	"1363"	knife		"2004"
2004/09/29	Brooklyn	"1"	DISPUTE	"1364"	gun		"2004"
2004/09/30	Brooklyn	"1"	ROBBERY/BURGLARY	"1365"	knife		"2004"
2004/10/02	Brooklyn	"1"	DRUGS	"1367"	knife		"2004"
2004/10/03	Brooklyn	"1"	DISPUTE	"1369"	gun		"2004"
2004/10/02	Queens	"1"	DISPUTE	"1370"	gun		"2004"
2004/10/04	Brooklyn	"1"	DRUGS	"1372"	gun		"2004"
2004/10/04	Manhattan	"1"	GAY NON DOMESTIC	"1373"	other		"2004"
2004/09/29	Manhattan	"1"	GANG	"1374"	knife		"2004"
2004/10/05	Manhattan	"1"	ROBBERY/BURGLARY	"1376"			"2004"
2004/10/07	Queens	"1"	ROBBERY/BURGLARY	"1377"	gun		"2004"
2004/10/09	Brooklyn	"1"	DRUGS	"1378"	gun		"2004"
2004/10/10	Brooklyn	"1"	DISPUTE	"1380"	gun		"2004"
2004/10/08	Brooklyn	"1"	BOYFRIEND/GIRLFRIEND	"1382"	knife		"2004"
2004/10/11	Brooklyn	"1"	DRUGS	"1384"	gun		"2004"
2004/10/01	Queens	"1"	DISPUTE	"1385"	knife		"2004"
2004/10/11	Queens	"1"	DRUGS	"1386"	knife		"2004"
2004/10/11	Queens	"1"	DISPUTE	"1387"	knife		"2004"
2004/10/16	Queens	"1"	GANG	"1389"	gun		"2004"
2004/10/17	Brooklyn	"1"	BOYFRIEND/GIRLFRIEND	"1390"	knife		"2004"
2004/10/18	Brooklyn	"1"	UNKNOWN	"1391"	gun		"2004"
2004/10/18	Manhattan	"1"	DRUGS	"1392"	gun		"2004"
2004/10/18	Queens	"1"	DRUGS	"1393"	gun		"2004"
2004/10/21	Brooklyn	"1"	DRUGS	"1395"	gun		"2004"
2004/10/21	Brooklyn	"1"	DISPUTE	"1396"	gun		"2004"
2004/10/24	Brooklyn	"1"	GANG	"1397"	gun		"2004"
2004/10/24	Queens	"1"	DOMESTIC	"1398"	gun		"2004"
2004/10/24	Manhattan	"1"	DRUGS	"1399"	gun		"2004"
2004/10/22	Brooklyn	"1"	DISPUTE	"1401"	knife		"2004"
2004/10/25	Brooklyn	"1"	DOMESTIC	"1403"			"2004"
2004/10/25	Manhattan	"1"	DOMESTIC	"1404"	other		"2004"
2004/10/26	Brooklyn	"1"	DISPUTE	"1405"	gun		"2004"
2004/10/26	Queens	"1"	DISPUTE	"1406"	gun		"2004"
2004/10/26	Brooklyn	"1"	DISPUTE	"1407"	blunt_instrument		"2004"
2004/10/28	Queens	"1"	GANG	"1408"	gun		"2004"
2004/10/27	Queens	"1"	DRUGS	"1409"	knife		"2004"
2004/09/16	Brooklyn	"1"	DOMESTIC	"1410"	blunt_instrument		"2004"
2004/10/28	Queens	"1"	DOMESTIC	"1411"	blunt_instrument		"2004"
2004/10/28	Brooklyn	"1"	DISPUTE	"1412"	knife		"2004"
2004/10/29	Queens	"1"	DRUGS	"1413"	gun		"2004"
2004/10/30	Brooklyn	"1"	DISPUTE	"1415"	gun		"2004"
2004/10/31	Brooklyn	"1"	DISPUTE	"1416"	gun		"2004"
2004/10/31	Queens	"1"	DRUGS	"1417"	gun		"2004"
2004/10/31	Brooklyn	"1"	DOMESTIC	"1418"	gun		"2004"
2004/10/31	Queens	"1"	DISPUTE	"1419"	knife		"2004"
2004/10/30	Brooklyn	"1"	REVENGE	"1421"	gun		"2004"
2004/08/09	Queens	"1"	OTHER	"1422"			"2004"
2004/11/04	Manhattan	"1"	DISPUTE	"1425"	knife		"2004"
2004/11/05	Brooklyn	"1"	DRUGS	"1426"	gun		"2004"
2004/11/05	Brooklyn	"1"	DRUGS	"1427"	gun		"2004"
2004/11/07	Brooklyn	"1"	DRUGS	"1428"	gun		"2004"
2004/11/05	Queens	"1"	DOMESTIC	"1429"	blunt_instrument		"2004"
2004/07/19	Brooklyn	"1"	DISPUTE	"1432"			"2004"
2004/11/10	Queens	"1"	DISPUTE	"1435"	gun		"2004"
2004/11/12	Brooklyn	"1"	DRUGS	"1436"	gun		"2004"
2004/11/14	Queens	"1"	ROBBERY/BURGLARY	"1437"	gun		"2004"
2004/11/12	Queens	"1"	ROBBERY/BURGLARY	"1438"	gun		"2004"
2004/11/12	Brooklyn	"1"	DISPUTE	"1439"	knife		"2004"
2004/11/17	Queens	"1"	DRUGS	"1442"	gun		"2004"
2004/11/20	Brooklyn	"1"	DRUGS	"1444"	knife		"2004"
2004/11/20	Brooklyn	"1"	DISPUTE	"1446"	gun		"2004"
2004/11/20	Brooklyn	"1"	DISPUTE	"1447"	gun		"2004"
2004/11/21	Brooklyn	"1"	DRUGS	"1448"	knife		"2004"
2004/11/21	Manhattan	"1"	DISPUTE	"1449"	blunt_instrument		"2004"
2004/11/01	Manhattan	"1"	BOYFRIEND/GIRLFRIEND	"1450"	knife		"2004"
2004/11/24	Manhattan	"2"	DOMESTIC	"1451"	gun		"2004"
2004/11/24	Queens	"1"	ROBBERY/BURGLARY	"1452"	gun		"2004"
2004/11/24	Queens	"1"	DRUGS	"1453"	gun		"2004"
2004/11/27	Brooklyn	"1"	UNKNOWN	"1455"	gun		"2004"
2004/11/28	Manhattan	"1"	REVENGE	"1456"	gun		"2004"
2004/08/11	Brooklyn	"1"	DISPUTE	"1457"			"2004"
2004/11/28	Queens	"1"	UNKNOWN	"1458"	knife		"2004"
2004/11/28	Brooklyn	"1"	DOMESTIC	"1459"	knife		"2004"
2004/10/05	The Bronx	"1"	DRUGS	"1375"	gun		"2004"
2004/11/29	Brooklyn	"1"	ROBBERY/BURGLARY	"1461"	gun		"2004"
2008/06/13	Queens	"1"		"3147"		L	"2008"
2004/11/29	Queens	"1"	DRUGS	"1462"	gun		"2004"
2004/11/29	Brooklyn	"1"	DISPUTE	"1463"	gun		"2004"
2004/10/18	Queens	"1"	OTHER	"1464"	gun		"2004"
2004/11/12	Manhattan	"1"	DISPUTE	"1465"	knife		"2004"
2004/03/21	Manhattan	"1"	DISPUTE	"1466"			"2004"
2004/12/01	Brooklyn	"1"	OTHER	"1467"	gun		"2004"
2004/12/01	Queens	"1"	ROBBERY/BURGLARY	"1468"	knife		"2004"
2004/12/02	Queens	"1"	REVENGE	"1469"	gun		"2004"
2004/11/18	Brooklyn	"1"	DOMESTIC	"1471"			"2004"
2004/12/05	Brooklyn	"1"	DISPUTE	"1472"	gun		"2004"
2004/12/05	Manhattan	"1"	DRUGS	"1473"	gun		"2004"
2004/12/04	Queens	"1"	ROBBERY/BURGLARY	"1474"	gun		"2004"
2004/12/05	Queens	"1"	DRUGS	"1475"	gun		"2004"
2004/12/06	Queens	"1"	DRUGS	"1476"	gun		"2004"
2004/12/07	Manhattan	"1"	REVENGE	"1477"	gun		"2004"
2004/12/08	Queens	"1"	SEX	"1478"	gun		"2004"
2004/09/26	Queens	"1"	DOMESTIC	"1479"	blunt_instrument		"2004"
2004/12/08	Queens	"1"	DISPUTE	"1480"	gun		"2004"
2004/12/09	Manhattan	"1"	ROBBERY/BURGLARY	"1481"	gun		"2004"
2004/12/12	Queens	"1"	BOYFRIEND/GIRLFRIEND	"1483"	knife		"2004"
2004/12/11	Manhattan	"1"	DISPUTE	"1485"	knife		"2004"
2004/12/11	Manhattan	"1"	DRUGS	"1486"	knife		"2004"
2004/09/17	Queens	"1"	ROBBERY/BURGLARY	"1487"	blunt_instrument		"2004"
2004/07/01	Brooklyn	"1"	GANG	"1488"	blunt_instrument		"2004"
2004/12/15	Brooklyn	"1"	REVENGE	"1490"	gun		"2004"
2004/12/16	Manhattan	"1"	ROBBERY/BURGLARY	"1492"	gun		"2004"
2004/12/17	Brooklyn	"1"	DRUGS	"1494"	gun		"2004"
2004/12/18	Brooklyn	"1"	OTHER	"1495"	gun		"2004"
2004/12/19	Brooklyn	"1"	REVENGE	"1496"	gun		"2004"
2004/08/11	Queens	"1"	OTHER	"1497"			"2004"
2004/12/22	Brooklyn	"1"	DRUGS	"1498"	gun		"2004"
2004/12/24	Brooklyn	"1"	GANG	"1500"	gun		"2004"
2004/12/26	Brooklyn	"1"	REVENGE	"1501"	gun		"2004"
2004/12/27	Manhattan	"1"	DISPUTE	"1503"	gun		"2004"
2004/12/24	Queens	"1"	DISPUTE	"1504"	knife		"2004"
2004/12/25	Queens	"1"	OTHER	"1506"			"2004"
2004/12/24	Brooklyn	"1"	DOMESTIC	"1507"	knife		"2004"
2004/12/27	Queens	"1"	DISPUTE	"1508"	gun		"2004"
2004/12/28	Brooklyn	"1"	DISPUTE	"1509"	knife		"2004"
2004/12/29	Queens	"1"	ROBBERY/BURGLARY	"1511"	gun		"2004"
2004/12/30	Brooklyn	"1"	REVENGE	"1512"	knife		"2004"
2004/02/29	Queens	"1"	OTHER	"1514"			"2004"
2004/12/31	Brooklyn	"1"	UNKNOWN	"1515"	other		"2004"
2004/02/29	Manhattan	"1"	DISPUTE	"1516"	gun		"2004"
2004/12/31	Brooklyn	"1"	REVENGE	"1517"			"2004"
2004/12/31	Brooklyn	"1"	DRUGS	"1518"	gun		"2004"
2005/01/02	Queens	"1"	DISPUTE	"1520"	gun		"2005"
2005/01/01	Brooklyn	"4"	OTHER	"1521"	other		"2005"
2005/01/03	Brooklyn	"1"	DOMESTIC	"1522"	knife		"2005"
2005/01/04	Brooklyn	"1"	REVENGE	"1523"	gun		"2005"
2005/01/05	Brooklyn	"1"	DRUGS	"1524"	gun		"2005"
2005/01/05	Manhattan	"1"	DISPUTE	"1525"	gun		"2005"
2005/01/05	Staten Island	"1"	ROBBERY/BURGLARY	"1526"	gun		"2005"
2005/01/05	Brooklyn	"1"	DOMESTIC	"1528"	knife		"2005"
2005/01/07	Brooklyn	"1"	GANG	"1529"	gun		"2005"
2005/01/09	Brooklyn	"1"	DISPUTE	"1530"	gun		"2005"
2008/06/09	Queens	"1"		"3148"	gun		"2008"
2005/01/08	Brooklyn	"1"	DISPUTE	"1532"	knife		"2005"
2004/12/27	Brooklyn	"1"	ROBBERY/BURGLARY	"1533"	knife		"2004"
2005/01/10	Brooklyn	"1"	DRUGS	"1534"	gun		"2005"
2005/01/10	Manhattan	"1"	DRUGS	"1535"	gun		"2005"
2005/01/11	Manhattan	"1"	DRUGS	"1536"	gun		"2005"
2005/01/11	Queens	"1"	DRUGS	"1538"	gun		"2005"
2005/01/13	Brooklyn	"1"	ROBBERY/BURGLARY	"1540"	blunt_instrument		"2005"
2005/01/15	Brooklyn	"1"	DISPUTE	"1543"	gun		"2005"
2005/01/16	Queens	"1"	DRUGS	"1544"	gun		"2005"
2005/01/17	Manhattan	"2"	ROBBERY/BURGLARY	"1546"	gun		"2005"
2005/01/19	Manhattan	"1"	ROBBERY/BURGLARY	"1548"	gun		"2005"
2005/01/22	Queens	"1"	ROBBERY/BURGLARY	"1550"	knife		"2005"
2005/01/21	Brooklyn	"1"	DOMESTIC	"1551"	blunt_instrument		"2005"
2005/01/25	Queens	"1"	DISPUTE	"1552"	gun		"2005"
2005/01/27	Manhattan	"1"	ROBBERY/BURGLARY	"1553"	gun		"2005"
2005/01/27	Brooklyn	"1"	DRUGS	"1554"	gun		"2005"
2004/12/11	Manhattan	"1"	ROBBERY/BURGLARY	"1555"	gun		"2004"
2005/01/29	Brooklyn	"1"	DISPUTE	"1556"	gun		"2005"
2005/01/31	Brooklyn	"1"	DISPUTE	"1557"	gun		"2005"
2005/02/04	Manhattan	"1"	DOMESTIC	"1559"	gun		"2005"
2005/02/04	Brooklyn	"1"	GANG	"1560"	gun		"2005"
2005/01/02	Manhattan	"1"	ROBBERY/BURGLARY	"1561"			"2005"
2005/02/06	Manhattan	"1"	DOMESTIC	"1562"	knife		"2005"
2005/02/09	Manhattan	"1"	DRUGS	"1563"	gun		"2005"
2005/02/07	Queens	"1"	DOMESTIC	"1564"			"2005"
2005/02/10	Brooklyn	"1"	DRUGS	"1565"	gun		"2005"
2005/02/12	Queens	"1"	DISPUTE	"1568"	gun		"2005"
2005/02/13	Manhattan	"1"	DRUGS	"1569"	gun		"2005"
2005/02/13	Manhattan	"1"	DISPUTE	"1570"	knife		"2005"
2005/02/15	Brooklyn	"1"	REVENGE	"1571"	gun		"2005"
2005/02/16	Queens	"1"	DRUGS	"1573"	gun		"2005"
2005/02/17	Brooklyn	"1"	GAY NON DOMESTIC	"1574"	knife		"2005"
2005/02/18	Brooklyn	"1"	DISPUTE	"1575"	gun	D	"2005"
2005/02/19	Brooklyn	"1"	DOMESTIC	"1576"	gun		"2005"
2005/02/19	Manhattan	"1"	REVENGE	"1577"	gun		"2005"
2005/02/04	Brooklyn	"1"	DOMESTIC	"1578"			"2005"
2005/02/20	Brooklyn	"1"	DISPUTE	"1579"	gun		"2005"
2005/02/20	Queens	"1"	DRUGS	"1580"	gun		"2005"
2005/02/22	Brooklyn	"1"	DISPUTE	"1581"	knife		"2005"
2005/02/22	Queens	"1"	DOMESTIC	"1583"	gun		"2005"
2005/02/27	Brooklyn	"1"	DISPUTE	"1585"	knife		"2005"
2005/02/28	Queens	"1"	DOMESTIC	"1588"	gun		"2005"
2005/03/01	Queens	"1"	DISPUTE	"1589"			"2005"
2005/02/17	Brooklyn	"1"	OTHER	"1592"			"2005"
2005/03/04	Brooklyn	"1"	DRUGS	"1594"	gun		"2005"
2005/03/05	Brooklyn	"1"	DRUGS	"1595"	gun		"2005"
2005/03/05	Staten Island	"1"	REVENGE	"1596"	gun		"2005"
2005/03/06	Queens	"1"	BOYFRIEND/GIRLFRIEND	"1597"	gun		"2005"
2005/03/06	Brooklyn	"1"	DISPUTE	"1598"	gun		"2005"
2005/03/06	Brooklyn	"1"	OTHER	"1599"			"2005"
2005/03/08	Queens	"1"	DISPUTE	"1600"	knife		"2005"
2005/03/10	Brooklyn	"1"	DRUGS	"1601"	gun		"2005"
2005/03/10	Queens	"1"	DOMESTIC	"1602"	gun		"2005"
2005/03/12	Queens	"2"	GANG	"1604"	knife		"2005"
2005/03/15	Queens	"1"	DRUGS	"1608"	gun		"2005"
2005/03/16	Queens	"1"	ROBBERY/BURGLARY	"1609"	gun		"2005"
2005/03/16	Manhattan	"2"	DOMESTIC	"1611"	gun		"2005"
2005/03/21	Queens	"1"	DRUGS	"1616"	gun		"2005"
2005/03/28	Brooklyn	"1"	DRUGS	"1618"	gun		"2005"
2005/04/01	Queens	"1"	ROBBERY/BURGLARY	"1621"	knife		"2005"
2005/04/02	Staten Island	"1"	DISPUTE	"1622"	knife		"2005"
2005/04/01	Queens	"1"	DRUGS	"1623"	gun		"2005"
2005/04/03	Manhattan	"1"	BOYFRIEND/GIRLFRIEND	"1627"	gun		"2005"
2005/04/05	Manhattan	"1"	REVENGE	"1629"	gun		"2005"
2005/04/06	Queens	"1"	DRUGS	"1630"	other		"2005"
2005/04/07	Queens	"1"	DRUGS	"1631"	gun		"2005"
2005/04/07	Queens	"1"	ROBBERY/BURGLARY	"1632"	knife		"2005"
2005/04/09	Brooklyn	"1"	DRUGS	"1633"	gun		"2005"
2005/04/10	Brooklyn	"1"	DRUGS	"1634"	gun		"2005"
2005/04/10	Queens	"1"	DISPUTE	"1635"	gun		"2005"
2005/04/08	Manhattan	"1"	DRUGS	"1636"	knife		"2005"
2005/04/10	Manhattan	"1"	DRUGS	"1638"	gun		"2005"
2005/04/10	Manhattan	"1"	DISPUTE	"1639"	gun		"2005"
2005/04/11	Brooklyn	"1"	DISPUTE	"1641"	gun		"2005"
2005/04/18	Brooklyn	"1"	REVENGE	"1648"	gun		"2005"
2005/04/18	Queens	"1"	DISPUTE	"1649"	knife		"2005"
2005/04/18	Brooklyn	"1"	DISPUTE	"1650"	knife		"2005"
2005/04/24	Manhattan	"1"	DOMESTIC	"1652"	knife		"2005"
2005/04/24	Brooklyn	"2"	REVENGE	"1653"	gun		"2005"
2005/04/23	Brooklyn	"1"	REVENGE	"1654"	gun		"2005"
2005/04/26	Queens	"1"	SEX	"1655"	knife		"2005"
2005/04/26	Brooklyn	"1"	DOMESTIC	"1656"	knife		"2005"
2005/04/27	Manhattan	"1"	DRUGS	"1657"	gun		"2005"
2005/04/27	Queens	"1"	GANG	"1659"	gun		"2005"
2005/04/28	Brooklyn	"1"	GANG	"1660"	gun		"2005"
2005/04/29	Brooklyn	"1"	DRUGS	"1661"	gun		"2005"
2005/04/28	Brooklyn	"1"	GANG	"1663"	knife		"2005"
2005/04/30	Manhattan	"1"	DISPUTE	"1664"	gun		"2005"
2005/04/29	Manhattan	"1"	DISPUTE	"1665"	knife		"2005"
2005/05/03	Brooklyn	"1"	BOYFRIEND/GIRLFRIEND	"1667"	knife		"2005"
2005/05/04	Brooklyn	"1"	DRUGS	"1668"	gun		"2005"
2005/05/07	Brooklyn	"1"	DRUGS	"1670"	gun		"2005"
2005/05/08	Manhattan	"1"	ROBBERY/BURGLARY	"1671"	blunt_instrument		"2005"
2005/02/05	Queens	"1"	UNKNOWN	"1672"			"2005"
2005/05/09	Brooklyn	"1"	DISPUTE	"1675"	gun		"2005"
2005/05/10	Queens	"1"	DRUGS	"1676"	gun		"2005"
2005/05/10	Brooklyn	"1"	REVENGE	"1677"	gun		"2005"
2005/05/04	Brooklyn	"1"	DOMESTIC	"1678"			"2005"
2005/05/12	Brooklyn	"1"	DISPUTE	"1679"	gun		"2005"
2005/05/12	Queens	"2"	ROBBERY/BURGLARY	"1680"	knife		"2005"
2005/05/13	Brooklyn	"1"	REVENGE	"1681"	gun		"2005"
2005/05/16	Queens	"1"	REVENGE	"1683"	gun		"2005"
2005/05/16	Queens	"1"	UNKNOWN	"1684"	gun		"2005"
2005/05/21	Queens	"1"	REVENGE	"1685"	gun		"2005"
2005/05/22	Manhattan	"1"	DRUGS	"1686"	gun		"2005"
2005/05/22	Brooklyn	"1"	DISPUTE	"1687"	gun		"2005"
2005/05/20	Manhattan	"1"	GAY NON DOMESTIC	"1688"	blunt_instrument		"2005"
2005/05/24	Queens	"1"	REVENGE	"1689"	knife		"2005"
2005/05/28	Queens	"1"	GANG	"1690"	gun		"2005"
2005/05/29	Staten Island	"1"	DISPUTE	"1691"	gun		"2005"
2005/05/06	Brooklyn	"1"	ROBBERY/BURGLARY	"1692"	blunt_instrument		"2005"
2005/05/28	Brooklyn	"1"	DRUGS	"1694"	gun		"2005"
2005/05/29	Queens	"1"	DISPUTE	"1695"	knife		"2005"
2005/05/30	Brooklyn	"1"	DISPUTE	"1696"	knife		"2005"
2005/05/30	Brooklyn	"1"	DISPUTE	"1697"	knife		"2005"
2005/05/08	Brooklyn	"1"	DISPUTE	"1698"	gun		"2005"
2005/05/31	Brooklyn	"1"	DRUGS	"1700"	gun		"2005"
2005/06/03	Brooklyn	"1"	DISPUTE	"1701"	gun		"2005"
2005/06/05	Manhattan	"1"	DISPUTE	"1702"	gun		"2005"
2005/06/07	Brooklyn	"1"	SEX	"1704"	gun		"2005"
2005/06/07	Brooklyn	"1"	ROBBERY/BURGLARY	"1706"	knife		"2005"
2005/06/08	Queens	"1"	DOMESTIC	"1707"	blunt_instrument		"2005"
2005/06/11	Brooklyn	"1"	REVENGE	"1708"	gun		"2005"
2005/06/12	Manhattan	"1"	DRUGS	"1709"	gun		"2005"
2005/06/12	Brooklyn	"1"	REVENGE	"1710"	gun		"2005"
2005/06/11	Brooklyn	"1"	ROBBERY/BURGLARY	"1712"	knife		"2005"
2005/06/12	Brooklyn	"1"	GANG	"1714"	knife		"2005"
2005/06/12	Brooklyn	"1"	DRUGS	"1715"	gun		"2005"
2005/06/14	Brooklyn	"1"	DRUGS	"1716"	gun		"2005"
2005/06/15	Brooklyn	"1"	DRUGS	"1717"	gun		"2005"
2005/06/14	Brooklyn	"2"	DISPUTE	"1718"	other		"2005"
2005/06/14	Brooklyn	"1"	ROBBERY/BURGLARY	"1719"			"2005"
2005/06/15	Manhattan	"1"	DISPUTE	"1720"	gun		"2005"
2005/06/15	Manhattan	"1"	REVENGE	"1721"	gun		"2005"
2005/06/16	Manhattan	"1"	DISPUTE	"1722"	gun		"2005"
2005/04/09	Queens	"1"	DISPUTE	"1723"			"2005"
2005/06/18	Brooklyn	"1"	DISPUTE	"1724"	gun		"2005"
2005/06/19	Manhattan	"1"	REVENGE	"1725"	gun		"2005"
2005/06/21	Brooklyn	"1"	DISPUTE	"1726"	gun		"2005"
2005/06/22	Brooklyn	"1"	DISPUTE	"1727"	gun		"2005"
2005/06/22	Brooklyn	"1"	DRUGS	"1728"	gun		"2005"
2005/06/22	Brooklyn	"1"	DISPUTE	"1729"	knife		"2005"
2005/06/21	Queens	"2"	REVENGE	"1730"	knife		"2005"
2005/06/24	Brooklyn	"1"	DRUGS	"1731"	knife		"2005"
2005/05/26	Manhattan	"1"	DOMESTIC	"1732"	blunt_instrument	D	"2005"
2005/06/25	Staten Island	"1"	DISPUTE	"1733"	gun		"2005"
2005/06/26	Queens	"1"	REVENGE	"1734"	gun		"2005"
2005/06/26	Brooklyn	"1"	REVENGE	"1735"	gun		"2005"
2005/06/25	Manhattan	"2"	REVENGE	"1736"	gun		"2005"
2005/06/26	Manhattan	"1"	REVENGE	"1737"	gun		"2005"
2005/06/26	Brooklyn	"1"	GANG	"1738"	gun		"2005"
2005/06/27	Brooklyn	"1"	DRUGS	"1739"	gun		"2005"
2005/06/29	Brooklyn	"1"	DRUGS	"1740"	gun		"2005"
2005/06/29	Brooklyn	"1"	DRUGS	"1741"	gun		"2005"
2005/06/30	Brooklyn	"1"	GANG	"1742"	gun		"2005"
2005/06/30	Manhattan	"1"	DOMESTIC	"1743"	gun		"2005"
2005/06/26	Queens	"1"	REVENGE	"1745"	gun		"2005"
2005/07/02	Brooklyn	"1"	ROBBERY/BURGLARY	"1746"	knife		"2005"
2005/07/03	Brooklyn	"1"	DISPUTE	"1747"	gun		"2005"
2005/07/01	Brooklyn	"1"	DRUGS	"1748"	gun		"2005"
2005/07/02	Queens	"1"	DRUGS	"1749"	gun		"2005"
2005/07/05	Brooklyn	"1"	DRUGS	"1750"	gun		"2005"
2005/07/05	Brooklyn	"1"	DOMESTIC	"1751"	gun		"2005"
2005/07/04	Manhattan	"1"	REVENGE	"1752"	gun		"2005"
2005/02/11	Manhattan	"1"	DRUGS	"1753"	gun		"2005"
2005/07/05	Manhattan	"1"	DRUGS	"1754"	gun		"2005"
2005/07/06	Queens	"1"	DISPUTE	"1756"	knife		"2005"
2005/07/09	Queens	"1"	DISPUTE	"1759"	gun		"2005"
2005/07/10	Brooklyn	"1"	REVENGE	"1760"	gun		"2005"
2005/07/10	Queens	"1"	DISPUTE	"1761"	gun		"2005"
2005/07/09	Queens	"1"	DISPUTE	"1763"	knife		"2005"
2005/07/12	Queens	"1"	SEX	"1765"	gun		"2005"
2005/07/13	Manhattan	"1"	DRUGS	"1767"	gun		"2005"
2005/07/14	Queens	"1"	DISPUTE	"1769"	gun		"2005"
2005/07/07	Brooklyn	"1"	DISPUTE	"1770"	knife		"2005"
2005/07/14	Brooklyn	"1"	REVENGE	"1771"	gun		"2005"
2005/07/15	Brooklyn	"1"	DISPUTE	"1772"	gun		"2005"
2005/07/14	Queens	"1"	DISPUTE	"1773"	knife		"2005"
2005/07/17	Queens	"1"	OTHER	"1774"	gun		"2005"
2005/07/15	Brooklyn	"1"	REVENGE	"1775"	gun		"2005"
2005/07/16	Queens	"1"	DOMESTIC	"1776"	gun		"2005"
2005/07/16	Manhattan	"1"	DOMESTIC	"1777"	knife		"2005"
2005/07/16	Manhattan	"1"	ROBBERY/BURGLARY	"1778"	knife		"2005"
2005/07/22	Manhattan	"1"	ROBBERY/BURGLARY	"1780"	gun		"2005"
2005/07/23	Brooklyn	"2"	DRUGS	"1781"	gun		"2005"
2005/07/24	Brooklyn	"1"	DRUGS	"1782"	gun		"2005"
2005/07/23	Brooklyn	"1"	DRUGS	"1784"	gun		"2005"
2005/07/23	Brooklyn	"1"	DISPUTE	"1785"	blunt_instrument		"2005"
2005/07/22	Brooklyn	"2"	DRUGS	"1786"	gun		"2005"
2005/07/24	Manhattan	"1"	DISPUTE	"1787"	gun		"2005"
2005/07/26	Brooklyn	"1"	ROBBERY/BURGLARY	"1790"	other		"2005"
2005/07/26	Brooklyn	"1"	GANG	"1791"	gun		"2005"
2005/07/26	Brooklyn	"1"	UNKNOWN	"1793"			"2005"
2005/07/28	Queens	"1"	ROBBERY/BURGLARY	"1794"	blunt_instrument		"2005"
2005/07/30	Manhattan	"1"	DRUGS	"1796"	gun		"2005"
2005/08/01	Brooklyn	"1"	DISPUTE	"1797"	gun		"2005"
2005/07/30	Manhattan	"1"	SEX	"1798"	blunt_instrument		"2005"
2005/07/30	Queens	"1"	DISPUTE	"1799"	knife		"2005"
2005/07/31	Queens	"1"	DRUGS	"1800"	gun		"2005"
2005/07/30	Queens	"1"	DRUGS	"1801"	gun		"2005"
2005/08/03	Brooklyn	"1"	DRUGS	"1802"	knife		"2005"
2005/08/04	Queens	"1"	DISPUTE	"1803"	knife		"2005"
2005/08/06	Brooklyn	"1"	REVENGE	"1805"	gun		"2005"
2005/08/06	Manhattan	"1"	DISPUTE	"1806"	gun		"2005"
2005/08/07	Queens	"1"	DISPUTE	"1807"	gun		"2005"
