ID	NAME	ONEWAY	TYPE
"14391"	Leo St		residential
"14392"	Loop Rd		residential
"14393"		yes	trunk_link
"14394"	Islington St		residential
"14395"	Bangor St		residential
"14396"		yes	trunk_link
"14397"	Avalon Ct		residential
"14398"	Greaves Ave		residential
"14399"	Glen Rd		residential
"14400"	Michael Ct		residential
"14401"	Oceanview Pl		residential
"14402"	Property St		residential
"14403"	Blaise Ct		residential
"14404"	Willow Rd W		residential
"14405"			motorway_link
"14406"	Tennyson Dr		residential
"14407"	Montvale Pl		residential
"14408"	Colon Ave		residential
"14409"	Lindenwood Pl		residential
"14410"	Noah Ct		residential
"14411"	Mariners Ln		residential
"14412"	Cypress Crest Ln		residential
"14413"	Giordan Ct		residential
"14414"	Furness Pl		residential
"14415"	Loop Rd		residential
"14416"	Charles Pl		residential
"14417"	Loop Rd		residential
"14418"	Melissa St		residential
"14419"	Jumel St		residential
"14420"			motorway_link
"14421"	Troy St		residential
"14422"	Cecil Ct		residential
"14423"	Matthew Pl		residential
"14424"	Adam Ct		residential
"14425"	Lindenwood Rd		residential
"14426"	Seely Ln		residential
"14427"	Prol Pl		residential
"14428"	Wilcox St		residential
"14429"	Pleasant St		residential
"14430"	Simonson Ave		residential
"14431"	N Rhett Ave		residential
"14432"	Canterbury Ave		residential
"14433"	Seeley Ln		residential
"14434"	Scarsdale St		residential
"14435"	Overlook Ave		residential
"14436"	Eunice Pl		residential
"14437"	Willowbrook Pky	yes	trunk
"14438"	Marc St		residential
"14439"	Edward Ct		residential
"14440"	Corbin Ave		residential
"14441"	Old Mill Rd		residential
"14442"	William Ave		residential
"14443"	School St		residential
"14444"	Lindenwood Ave		residential
"14445"			motorway_link
"14446"	Wenlock St		residential
"14447"	Seely Ln		residential
"14448"	Lindenwood Rd		residential
"14449"	Giffords Glen		residential
"14450"	Darcey Ave		residential
"14451"	Hardy Pl		residential
"14452"	Willowbrook Pky	yes	trunk
"14453"	Willow Rd E		residential
"14454"	Lewiston St		residential
"14455"	Howton Ave		residential
"14456"	Lake Ave		residential
"14457"	Watchogue Rd		tertiary
"14458"	Dreyer Ave		residential
"14459"	Linton Pl		residential
"14460"	Kennington St		residential
"14461"	Caswell Ave		residential
"14462"	Teri Ct		residential
"14463"	Anita St		residential
"14464"	Shirra Ave		residential
"14465"	1st Ave		residential
"14466"			residential
"14467"	Hillcrest Ave		residential
"14468"	Gibson Ave		residential
"14469"	David St		residential
"14470"	Tanglewood Dr		residential
"14471"	Hall Ave		residential
"14472"	Sanders St		residential
"14473"	Dewey Ct		residential
"14474"	Rhett Ave		residential
"14475"	Scarsdale St		residential
"14476"	Lake Ave		residential
"14477"	S Gannon Ave		residential
"14478"	Nolan Ave		residential
"14479"	Westbrook Ave		residential
"14480"	Fairfield St		residential
"14481"	Richmond Ave		residential
"14482"	Shale St		residential
"14483"	Peter St		residential
"14484"	Ronald Ave		residential
"14485"	Franklin Ln		residential
"14486"	Mc Divitt Ave		residential
"14487"	Monsey Pl		residential
"14488"	Dixon Ave		residential
"14489"	Driggs St		residential
"14490"	Tennyson Dr		residential
"14491"	Highmount Rd		residential
"14492"	Littlefield Ave		residential
"14493"	Rodman St		residential
"14494"	Nelson Ave		residential
"14495"	Osborn Ave		residential
"14496"	Park Ter		residential
"14497"	Sampson Ave		residential
"14498"	Brower Ct		residential
"14499"	Canterbury Ave		residential
"14500"	Holiday Way		residential
"14501"	Lovell Ave		residential
"14502"	Nina Ave		residential
"14503"	Eleanor Ln		residential
"14504"	King St		residential
"14505"	Melyn Pl		residential
"14506"	D St		residential
"14507"	Hilltop Pl		residential
"14508"	A St		residential
"14509"	Revere Ln		residential
"14510"	Evans St		residential
"14511"	Tiger Ct		residential
"14512"	Schley Ave		residential
"14513"	Executive Way		residential
"14514"	Shale Ln		residential
"14515"	Cambridge Ave		residential
"14516"	Holiday Way		residential
"14517"	Leason Pl		residential
"14518"	Holiday Dr		residential
"14519"	N Gannon Ave		residential
"14520"	Wyona Ave		residential
"14521"	Auburn Ave		residential
"14522"	Locust Pl		residential
"14523"	Home Pl		residential
"14524"	Lynn Ct		residential
"14525"	Knight Loop		residential
"14526"	Tremont Ave		residential
"14527"	Newvale Ave		residential
"14528"	Princess St		residential
"14529"	Princess Ln		residential
"14530"	Greaves Ave		residential
"14531"	Revere Ln		residential
"14532"	Chess Loop		residential
"14533"	Russell St		residential
"14534"	Jamie Ct		residential
"14535"	Lillie Ln		residential
"14536"	Beard St		residential
"14537"	Wiman Ave		residential
"14538"	Hudson Pl		residential
"14539"	Brown Ave		residential
"14540"	Emeric Ct		residential
"14541"	Lynn Ct		residential
"14542"	Schley Ave		residential
"14543"	Vedder Ave		residential
"14544"	Leonard St		residential
"14545"	1st Ave		residential
"14546"	David Pl		residential
"14547"	Walker Dr		residential
"14548"	Miles Ave		residential
"14549"	Belden St		residential
"14550"	Echo Pl		residential
"14551"	Edgewood Rd		residential
"14552"	1st Ave		residential
"14553"	Granite Ave		residential
"14554"	Hawthorne Ave		residential
"14555"	Eagle Rd		residential
"14556"	Woodbine Ave		residential
"14557"	Leverett Ct		residential
"14558"	Lillie Ln		residential
"14559"	Mc Divitt Ave		residential
"14560"	Hillside Ter		residential
"14561"	Jamie Ct		residential
"14562"	Houseman Ave		residential
"14563"	Walnut Ave		residential
"14564"	Gigi St		residential
"14565"	Thurston St		residential
"14566"	Cambridge Ave		residential
"14567"	Yafa Ct		residential
"14568"	Rustic Pl		residential
"14569"	Cleveland Ave		residential
"14570"	Adrienne Pl		residential
"14571"	Gina Ct		residential
"14572"	Teakwood Ct		residential
"14573"	Lillian Pl		residential
"14574"	Heinz Ave		residential
"14575"	Shafter Ave		residential
"14576"	Hall Ave		residential
"14577"	Grandview Ter		residential
"14578"	Neptune Pl		residential
"14579"	Hawthorne Ave		residential
"14580"	Nahant St		residential
"14581"	Devens St		residential
"14582"	Levit Ave		residential
"14583"	Westwood Ave		residential
"14584"	Neptune Pl		residential
"14585"	Lamoka Ave		residential
"14586"	Pulaski Ave		residential
"14587"	Morningstar Rd		residential
"14588"	Montauk Pl		residential
"14589"	Port Richmond Ave		residential
"14590"	Anjali Loop		residential
"14591"	Lovell Ave		residential
"14592"	Nutwood Ct		residential
"14593"	Hooker Pl		residential
"14594"	Exeter St		residential
"14595"	Country Woods Ln		residential
"14596"	Woodbine Ave		residential
"14597"	Denton Pl		residential
"14598"	Glover St		residential
"14599"	Gina Ct		residential
"14600"	Monticello Ter		residential
"14601"	Lasalle St		residential
"14602"	Bogota St		residential
"14603"	Ironwood St		residential
"14604"	Richmond Hill Rd		residential
"14605"	Clovis Rd		residential
"14606"	Gina Ct		residential
"14607"			residential
"14608"	David Pl		residential
"14609"	Holgate St		residential
"14610"	Gina Ct		residential
"14611"	Greenway Ave		residential
"14612"	Nash Ct		residential
"14613"	Bowles Ave		residential
"14614"	Edinboro Rd		residential
"14615"	Lyon Pl		residential
"14616"	Vedder Ave		residential
"14617"	Clarke Ave		residential
"14618"	Goodall St		residential
"14619"	Sandalwood Dr		residential
"14620"	Greaves Ct		residential
"14621"	Presley St		residential
"14622"	Murdock Pl		residential
"14623"	Jaffe St		residential
"14624"	Francine Ln		residential
"14625"	Hawthorne Ave		residential
"14626"	Angelina Ct		residential
"14627"	Conrad Ave		residential
"14628"	Ramble Rd		residential
"14629"	St Adalbert Pl S		residential
"14630"	Highland Ln		residential
"14631"	Hooker Pl		residential
"14632"	Willowbrook Rd		tertiary
"14633"	Old Mill Rd		residential
"14634"	Rockland Ave		tertiary
"14635"	Renfrew Pl		residential
"14636"	Houston St		residential
"14637"	Florence St		residential
"14638"	Center St		residential
"14639"	Kalver Pl		residential
"14640"	Dent Rd		residential
"14641"	Ironwood St		residential
"14642"	Dewey Pl		residential
"14643"	Executive Way		residential
"14644"	Tuttle St		residential
"14645"	Tudor St		residential
"14646"	Filipe Ln		residential
"14647"	Naso Ct		residential
"14648"	Winant St		residential
"14649"	Richmond Hill Rd		residential
"14650"	Edinboro Rd		residential
"14651"	Richmond Rd		tertiary
"14652"	London Ct		residential
"14653"			secondary
"14654"	Seneca Loop		residential
"14655"	Filipe Ln		residential
"14656"	Houston Ln		residential
"14657"	Durant Ave		residential
"14658"		yes	trunk_link
"14659"		yes	trunk_link
"14660"	Ramble Rd		residential
"14661"			secondary
"14662"	Tuttle St		residential
"14663"	Willowbrook Ct		residential
"14664"	D St		residential
"14665"	Seneca Loop		residential
"14666"	Stewart Ave		residential
"14667"	Home Pl		residential
"14668"	Ramble Rd		residential
"14669"	Tarlee Pl		residential
"14670"	Bascom Pl		residential
"14671"	Sweetwater Ave		residential
"14672"	Willowbrook Pky	yes	trunk
"14673"	Dunbar St		residential
"14674"			motorway_link
"14675"	Clinton Rd		residential
"14676"	Latourette Ln		residential
"14677"	Tysen Ct		residential
"14678"	Willowbrook Pky	yes	trunk
"14679"	Oak Ct		residential
"14680"	Midland Rd		residential
"14681"	Bellhaven Pl		residential
"14682"	Stewart Ave		residential
"14683"	Willowbrook Pky	yes	trunk
"14684"	Rustic Pl		residential
"14685"	Walker St		tertiary
"14686"	Shaina Ct		residential
"14687"	Tysen Ct		residential
"14688"			motorway_link
"14689"	2 Ave		residential
"14690"	Cottonwood Ct		residential
"14691"	Innis St		residential
"14692"	Cindra Ave		residential
"14693"	Court Pl		residential
"14694"	Greaves Ln		residential
"14695"	Port Richmond Ave		residential
"14696"	Trantor Pl		residential
"14697"	College Ct		residential
"14698"		yes	trunk_link
"14699"	B St		residential
"14700"	Stonecrest Ct		residential
"14701"	Newark Ave		residential
"14702"		yes	trunk_link
"14703"	Willowbrook Exwy Service Dr		trunk_link
"14704"	Crescent Beach		residential
"14705"	Walker St		tertiary
"14706"	Gloria Ct		residential
"14707"	Hartford St		residential
"14708"	Eastman Ave		residential
"14709"	Great Kills Rd		residential
"14710"	Melrose Pl		residential
"14711"	Decatur Ave		residential
"14712"	Willowbrook Rd		tertiary
"14713"	Tate St		residential
"14714"	Stern Ct		residential
"14715"	Stern Ct		residential
"14716"	Villa Ave		residential
"14717"	Bryson Ave		residential
"14718"	Bowles Ave		residential
"14719"	Hooker Pl		residential
"14720"	Waters Ave		residential
"14721"	3 Ave		residential
"14722"	Dixon Ave		residential
"14723"	Ackerman St		residential
"14724"	Highland Rd		residential
"14725"	Leonard Ave		residential
"14726"	Whitman Ave		residential
"14727"	Sable Loop		residential
"14728"	Sable Loop		residential
"14729"	Shell Rd		residential
"14730"	Ocean Rd		residential
"14731"	Fitzgerald Ave		residential
"14732"	Willowwood Ln		residential
"14733"	Lathrop Ave		residential
"14734"	Richmond Hill Rd		residential
"14735"	St George Rd		residential
"14736"	Eaton Pl		residential
"14737"	Etna St		residential
"14738"	Trantor Pl		tertiary
"14739"	Sable Loop		residential
"14740"	Saint Andrews Rd		residential
"14741"	Cherrywood Ct		residential
"14742"	Saint Patricks Pl		residential
"14743"	College Ave		residential
"14744"	Sable Loop		residential
"14745"	Gunda St		residential
"14746"	St Patricks Pl		residential
"14747"	Riegelmann St		residential
"14748"	Innis St		residential
"14749"	John St		residential
"14750"	Collfield Ave		residential
"14751"	Port Richmond Ave		residential
"14752"	Van Riper St		residential
"14753"	Luke Ct		residential
"14754"	Collfield Ave		residential
"14755"	John St		residential
"14756"	John St		residential
"14757"	W Cedarview Ave		residential
"14758"	Port Richmond Ave		tertiary
"14759"	Collfield Ave		residential
"14760"	Mercer Pl		residential
"14761"	Newark Ave		residential
"14762"	Cres Bch Rd		residential
"14763"	Hazen St		residential
"14764"	Colonial Ave		residential
"14765"	Redwood Ave		residential
"14766"	Sage Ct		residential
"14767"	Fieldway Ave		residential
"14768"	Cottage Ave		residential
"14769"	Morris Pl		residential
"14770"	Rigby Ave		residential
"14771"	London Rd		residential
"14772"	Harbour Ct		residential
"14773"	Evergreen St		residential
"14774"	Tennyson Dr		residential
"14775"	Cornish St		residential
"14776"	4th Ave		residential
"14777"	Timber Ridge Dr		residential
"14778"	Galloway Ave		residential
"14779"	Rigby St		residential
"14780"	Manor Ct		residential
"14781"	Arnprior St		residential
"14782"	Field St		residential
"14783"	Keats St		residential
"14784"	Crystal Ave		residential
"14785"	Woodward Ave		residential
"14786"	O Gorman Ave		residential
"14787"	Ardsley St		residential
"14788"	Woodward Ave		residential
"14789"	Purdy Ave		residential
"14790"			residential
"14791"	Gilbert St		residential
"14792"	Gurdon St		residential
"14793"	4 Ave		residential
"14794"	King James Ct		residential
"14795"	Harbour Ct		residential
"14796"	Maybury Ave		residential
"14797"	Joshua Ct		residential
"14798"	Timber Ridge Dr		residential
"14799"	Fillat St		residential
"14800"	4th Ave		residential
"14801"	Pilcher St		residential
"14802"	Tennyson Dr		residential
"14803"	Smith Pl		residential
"14804"	Corona Ave		residential
"14805"	Dora St		residential
"14806"	Ashwood Ct		residential
"14807"	Delmore St		residential
"14808"	Mansion Ave		residential
"14809"	Hagaman Pl		residential
"14810"	Wade St		residential
"14811"	Corona Ave		residential
"14812"	Cotter Ave		residential
"14813"	Keegans Ln		residential
"14814"			residential
"14815"	Pontiac St		residential
"14816"	Norwich St		residential
"14817"	Meadow Ln		residential
"14818"	Corona Ave		residential
"14819"	Willow Ln		residential
"14820"	Nicholas Ave		residential
"14821"	Crafton Ave		residential
"14822"	Seymour Ave		residential
"14823"	Waters Ave		residential
"14824"	St Josephs Ave		residential
"14825"	Greencroft Ave		residential
"14826"	Ashworth Ave		residential
"14827"	Trent St		residential
"14828"	Mc Kee Ave		residential
"14829"	Old Amboy Rd		residential
"14830"	Thomas St		residential
"14831"	Crafton Ave		residential
"14832"	Dawson St		residential
"14833"	Lathrop Ave		residential
"14834"	Nancy Ct		residential
"14835"	Linda Ct		residential
"14836"	Jasper St		residential
"14837"	Orange Ave		residential
"14838"	Moore St		residential
"14839"	Garrison Ave		residential
"14840"	Blythe Pl		residential
"14841"	Durant Ave		residential
"14842"	Maine Ave		residential
"14843"	Natick St		residential
"14844"	Decker Ave		residential
"14845"	Hagadorn Ave		residential
"14846"	Lighthouse Ave		residential
"14847"	Charles Ave		residential
"14848"	Muller Ave		residential
"14849"	Cardinal Ln		residential
"14850"	Blackford Ave		residential
"14851"	Greencroft Ln		residential
"14852"	Garth Ct		residential
"14853"	Hagedorn Ave		residential
"14854"	Columbus Pl		residential
"14855"	Steers St		residential
"14856"	Mc Kinley Ave		residential
"14857"	Fawn Ln		residential
"14858"			residential
"14859"	Laforge Pl		residential
"14860"	Mace St		residential
"14861"	Woolley Ave		residential
"14862"	Burden Ave		residential
"14863"	Earley Ave		residential
"14864"	Riley Pl		residential
"14865"	Cranford St		residential
"14866"	Peck Ct		residential
"14867"	Woodcutters Ln		residential
"14868"	Laforge Ave		residential
"14869"	Dina Ct		residential
"14870"	Hatfield Pl		residential
"14871"	Woodcutters Ln		residential
"14872"	Wilbur Pl		residential
"14873"	County House Rd		residential
"14874"	Elise Ct		residential
"14875"	Fuller Ct		residential
"14876"	Beekman St		residential
"14877"	Walcott Ave		residential
"14878"	Woodcutters Ln		residential
"14879"	Glascoe Ave		residential
"14880"	Clinton Pl		residential
"14881"	Charles Ave		residential
"14882"	Woodcutters Ln		residential
"14883"	Tabb Pl		residential
"14884"	Elk Ct		residential
"14885"	Old Amboy Rd		residential
"14886"	Ismay St		residential
"14887"	Ainsworth Ave		residential
"14888"	S Railroad Ave		residential
"14889"	Smith Pl		residential
"14890"	S Railroad Ave		residential
"14891"	Nancy Ct		residential
"14892"	Gianna Ct		residential
"14893"	Waterside Pky		residential
"14894"	Uxbridge St		residential
"14895"	Ilyse Ct		residential
"14896"	Coral Ct		residential
"14897"	Boone St		residential
"14898"	Hart Loop		residential
"14899"	Castleton Ave		tertiary
"14900"	Martin Ave		residential
